"last_name, first_name","player_id","year","player_age","ab","pa","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","r_total_caught_stealing","r_total_stolen_base","b_hit_by_pitch","b_intent_walk","b_sac_fly","woba","sprint_speed"
"Akiyama, Shogo",673451,2021,33,162,183,25,8,0,0,40,14,21.9,7.7,".204",".253",".282","0.535","0.049",".268","3","2","4","1","1",".243","28.0"
"Taylor, Michael A.",572191,2021,30,483,528,89,16,1,12,144,33,27.3,6.3,".244",".356",".297","0.653","0.112",".319","7","14","5","0","5",".286","28.2"
"Peterson, David",656849,2021,25,16,20,0,1,0,0,10,0,50,0,".063",".125",".118","0.243","0.062",".167","0","0","1","0","0",".116","27.1"
"McKenna, Ryan",663630,2021,24,169,197,22,6,1,2,74,24,37.6,12.2,".183",".266",".292","0.558","0.083",".312","0","1","2","0","0",".259","29.1"
"Gosselin, Phil",594838,2021,32,345,373,69,14,0,7,81,24,21.7,6.4,".261",".362",".314","0.676","0.101",".322","2","4","3","0","1",".297","29.1"
"Romine, Austin",519222,2021,32,60,62,10,2,0,1,22,2,35.5,3.2,".217",".300",".242","0.542","0.083",".324","0","0","0","0","0",".237","24.8"
"Gonsolin, Tony",664062,2021,27,17,19,2,1,0,0,8,1,42.1,5.3,".176",".235",".222","0.457","0.059",".333","0","0","0","0","0",".205","26.8"
"Joe, Connor",656582,2021,28,179,211,34,9,0,8,41,26,19.4,12.3,".285",".469",".379","0.848","0.184",".323","0","0","3","0","3",".366","26.9"
"Ross, Joe",605452,2021,28,32,39,8,0,0,0,14,1,35.9,2.6,".250",".250",".294","0.544","0.000",".444","0","0","1","0","0",".248","27.5"
"Brantly, Rob",542963,2021,31,20,21,2,1,0,0,4,0,19,0,".150",".200",".190","0.390","0.050",".188","0","0","1","0","0",".177","25.4"
"Mercer, Jordy",474568,2021,34,118,127,21,7,0,2,34,9,26.8,7.1,".254",".364",".307","0.671","0.110",".341","0","0","0","0","0",".294","26.5"
"Escobar, Alcides",444876,2021,34,319,349,65,21,2,4,56,17,16,4.9,".288",".404",".340","0.744","0.116",".337","0","3","9","0","2",".325","27.5"
"Campusano, Luis",669134,2021,22,34,38,3,0,0,0,11,4,28.9,10.5,".088",".088",".184","0.272","0.000",".130","0","0","0","0","0",".142","25.8"
"Jankowski, Travis",608671,2021,30,131,157,24,6,2,1,29,22,18.5,14,".252",".351",".364","0.715","0.099",".317","0","5","1","4","0",".312","28.5"
"Peralta, Freddy",642547,2021,25,43,45,4,0,0,0,22,1,48.9,2.2,".093",".093",".114","0.207","0.000",".190","0","0","0","0","0",".096","23.1"
"Mills, Alec",621219,2021,29,32,36,0,1,0,0,26,0,72.2,0,".031",".063",".031","0.094","0.032",".167","0","0","0","0","0",".039",
"Toussaint, Touki",657053,2021,25,15,18,0,0,0,0,9,2,50,11.1,".000",".000",".118","0.118","0.000",".000","0","0","0","0","0",".081",
"Lobatón, Jose",446653,2021,36,11,13,0,0,0,0,5,2,38.5,15.4,".000",".000",".154","0.154","0.000",".000","0","0","0","0","0",".106",
"Jones, Jahmai",663330,2021,23,67,72,7,3,0,0,26,4,36.1,5.6,".149",".194",".208","0.402","0.045",".244","0","1","1","0","0",".186","28.2"
"Trevino, Jose",624431,2021,28,285,302,49,14,0,5,57,12,18.9,4,".239",".340",".267","0.607","0.101",".279","1","1","0","1","3",".261","24.6"
"Deichmann, Greg",656364,2021,26,30,31,4,0,0,0,14,1,45.2,3.2,".133",".133",".161","0.294","0.000",".250","0","0","0","0","0",".136",
"Herrera, Odúbel",546318,2021,29,450,492,75,27,2,13,77,29,15.7,5.9,".260",".416",".310","0.726","0.156",".285","1","6","6","0","5",".312","27.3"
"Reyes, Pablo",622569,2021,27,78,87,14,5,0,1,15,9,17.2,10.3,".256",".359",".333","0.692","0.103",".306","0","4","0","1","0",".303","27.7"
"Marchán, Rafael",665561,2021,22,52,56,9,1,1,1,10,4,17.9,7.1,".231",".346",".286","0.632","0.115",".268","0","0","0","0","0",".277","27.8"
"Heyward, Jason",518792,2021,31,323,353,44,15,2,8,68,27,19.3,7.6,".214",".347",".280","0.627","0.133",".247","1","5","3","1","0",".275","26.8"
"Haniger, Mitch",571745,2021,30,620,691,93,23,2,39,169,54,24.5,7.8,".253",".485",".318","0.803","0.232",".281","0","1","9","2","8",".340","27.2"
"Marte, Starling",516782,2021,32,467,526,103,27,3,12,99,43,18.8,8.2,".310",".458",".383","0.841","0.148",".372","5","47","13","2","2",".364","28.5"
"Posey III, Buster",457763,2021,34,395,454,79,23,0,18,87,56,19.2,12.3,".304",".499",".390","0.889","0.195",".349","0","0","1","5","2",".379","24.3"
"Garcia, Leury",544725,2021,30,415,474,80,22,4,5,97,41,20.5,8.6,".267",".376",".335","0.711","0.109",".333","2","6","4","0","5",".312","28.4"
"Culberson, Charlie",518586,2021,32,247,271,38,15,2,5,64,17,23.6,6.3,".243",".381",".296","0.677","0.138",".307","1","7","2","1","1",".292","28.1"
"Vosler, Jason",613564,2021,27,73,82,6,4,0,3,21,7,25.6,8.5,".178",".356",".256","0.612","0.178",".200","0","2","1","1","1",".261","26.5"
"Gurriel Jr., Lourdes",666971,2021,27,500,541,87,28,2,21,102,32,18.9,5.9,".276",".466",".319","0.785","0.190",".305","3","1","2","1","6",".333","26.7"
"Barrera, Tres",668663,2021,26,91,107,18,3,1,2,22,12,20.6,11.2,".264",".385",".374","0.759","0.121",".328","0","0","4","2","0",".333","24.9"
"Mazara, Nomar",608577,2021,26,165,181,25,5,2,3,45,15,24.9,8.3,".212",".321",".276","0.597","0.109",".271","0","0","0","0","1",".264","26.4"
"Meyers, Jake",676694,2021,25,146,163,24,8,0,6,50,10,30.7,6.1,".260",".438",".323","0.761","0.178",".352","0","3","4","0","1",".328","29.2"
"Dahl, David",621311,2021,27,205,220,28,11,0,4,59,10,26.8,4.5,".210",".322",".247","0.569","0.112",".269","1","2","1","0","3",".246","27.7"
"Smith, Caleb",592761,2021,29,22,25,1,1,0,0,14,1,56,4,".091",".136",".167","0.303","0.045",".250","0","1","1","0","0",".147","27.0"
"Crawford, J.P.",641487,2021,26,619,687,123,37,0,9,114,58,16.6,8.4,".273",".376",".338","0.714","0.103",".320","6","3","5","1","4",".314","27.5"
"Robertson, Daniel",621002,2021,27,73,90,8,2,0,2,28,12,31.1,13.3,".164",".274",".303","0.577","0.110",".227","0","0","3","1","1",".265","26.5"
"Walls, Taylor",670764,2021,24,152,176,21,10,0,1,49,23,27.8,13.1,".211",".296",".314","0.610","0.085",".304","2","4","0","0","0",".279","28.6"
"Grandal, Yasmani",518735,2021,32,279,375,35,9,0,23,82,87,21.9,23.2,".240",".520",".420","0.940","0.280",".246","0","0","3","0","5",".402","23.6"
"Candelario, Jeimer",600869,2021,27,557,626,90,42,3,16,135,65,21.6,10.4,".271",".443",".351","0.794","0.172",".333","0","0","4","1","0",".344","27.2"
"Velasquez, Vince",592826,2021,29,23,30,2,0,0,0,9,2,30,6.7,".087",".087",".160","0.247","0.000",".143","0","0","0","0","0",".126","26.2"
"Schwindel, Frank",643524,2021,29,242,259,44,20,1,14,41,16,15.8,6.2,".326",".591",".371","0.962","0.265",".348","1","2","1","2","0",".403","26.2"
"Márquez, Germán",608566,2021,26,53,60,8,5,0,1,13,0,21.7,0,".264",".415",".264","0.679","0.151",".333","0","0","0","0","0",".288","24.7"
"Gray, Jon",592351,2021,29,47,50,5,0,0,0,32,0,64,0,".106",".106",".106","0.212","0.000",".333","0","0","0","0","0",".094","22.7"
"Wallach, Chad",595453,2021,29,60,66,9,2,1,0,32,3,48.5,4.5,".200",".267",".242","0.509","0.067",".400","0","0","1","0","2",".224","24.2"
"Vogt, Stephen",519390,2021,36,210,238,27,6,1,7,56,26,23.5,10.9,".195",".333",".283","0.616","0.138",".230","0","0","0","2","1",".270","26.3"
"Altuve, Jose",514888,2021,31,601,678,103,32,1,31,91,66,13.4,9.7,".278",".489",".350","0.839","0.211",".280","3","5","4","3","6",".357","28.0"
"Cave, Jake",595909,2021,28,164,178,21,6,1,3,62,10,34.8,5.6,".189",".293",".249","0.542","0.104",".283","1","1","3","0","0",".241","27.9"
"Belt, Brandon",474832,2021,33,325,381,44,14,2,29,103,48,27,12.6,".274",".597",".378","0.975","0.323",".309","2","3","7","3","1",".406","25.6"
"Pérez, Hernán",541650,2021,30,19,21,1,0,0,0,10,2,47.6,9.5,".053",".053",".143","0.196","0.000",".111","0","0","0","0","0",".108","26.2"
"Seager, Kyle",572122,2021,33,603,670,63,29,1,35,161,59,24,8.8,".212",".438",".285","0.723","0.226",".226","1","3","4","2","4",".308","25.7"
"Alzolay, Adbert",640470,2021,26,31,33,1,1,0,0,13,1,39.4,3,".065",".097",".094","0.191","0.032",".111","0","0","0","0","0",".088","23.9"
"Jones, Taylor",622100,2021,27,102,108,14,8,1,2,29,4,26.9,3.7,".245",".402",".269","0.671","0.157",".315","0","0","0","0","2",".283","26.2"
"Aquino, Aristides",606157,2021,27,174,204,16,6,1,10,75,27,36.8,13.2,".190",".408",".299","0.707","0.218",".253","2","2","1","2","2",".303","28.3"
"Kingery, Scott",664068,2021,27,19,19,1,0,0,0,12,0,63.2,0,".053",".053",".053","0.106","0.000",".143","0","0","0","0","0",".046",
"Nimmo, Brandon",607043,2021,28,325,386,67,17,3,8,79,54,20.5,14,".292",".437",".401","0.838","0.145",".366","4","5","5","0","0",".369","28.9"
"Hays, Austin",669720,2021,25,488,529,73,26,4,22,107,28,20.2,5.3,".256",".461",".308","0.769","0.205",".286","3","4","9","0","1",".328","27.3"
"García, Adolis",666969,2021,28,581,622,82,26,2,31,194,32,31.2,5.1,".243",".454",".286","0.740","0.211",".306","5","16","5","0","4",".314","28.4"
"Senzatela, Antonio",622608,2021,26,39,51,2,0,0,0,19,0,37.3,0,".051",".051",".051","0.102","0.000",".100","0","0","0","0","0",".045","22.8"
"Betts, Mookie",605141,2021,28,466,550,68,29,3,23,86,68,15.6,12.4,".264",".487",".367","0.854","0.223",".276","5","10","11","2","5",".365","27.2"
"Kuhl, Chad",641771,2021,28,21,24,1,0,0,0,11,1,45.8,4.2,".048",".048",".091","0.139","0.000",".100","0","0","0","0","0",".071","22.1"
"Semien, Marcus",543760,2021,30,652,724,87,39,2,45,146,66,20.2,9.1,".265",".538",".334","0.872","0.273",".276","1","15","3","0","3",".368","28.6"
"Polanco, Jorge",593871,2021,27,588,644,88,35,2,33,118,45,18.3,7,".269",".503",".323","0.826","0.234",".282","6","11","5","0","6",".349","27.9"
"Profar, Jurickson",595777,2021,28,353,412,57,17,2,4,65,49,15.8,11.9,".227",".320",".329","0.649","0.093",".266","5","10","6","1","2",".293","26.3"
"Collins, Zack",641470,2021,26,195,231,24,13,0,4,69,34,29.9,14.7,".210",".338",".330","0.668","0.128",".303","1","1","1","1","0",".300","25.4"
"Senzel, Nick",669222,2021,26,111,124,23,4,0,1,16,12,12.9,9.7,".252",".315",".323","0.638","0.063",".284","5","2","0","0","1",".286","29.0"
