"last_name, first_name","player_id","year","player_age","ab","pa","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","r_total_caught_stealing","r_total_stolen_base","b_hit_by_pitch","b_intent_walk","b_sac_fly","woba","sprint_speed"
"Dickerson, Corey",572816,2022,33,281,297,51,17,1,6,48,12,16.2,4,".267",".399",".300","0.699","0.132",".301","0","0","2","1","2",".303","27.0"
"Romine, Austin",519222,2022,33,129,136,14,3,0,3,46,4,33.8,2.9,".155",".248",".187","0.435","0.093",".212","0","0","1","0","0",".193","24.8"
"Castro, Jason",488771,2022,35,78,88,6,2,0,1,40,8,45.5,9.1,".115",".179",".205","0.384","0.064",".211","0","1","1","0","1",".183","26.3"
"Aguilar, Ryan",666922,2022,27,22,26,2,1,0,0,14,2,53.8,7.7,".136",".182",".231","0.413","0.046",".333","0","0","1","0","1",".197",
"Walls, Taylor",670764,2022,25,407,466,42,18,2,8,120,52,25.8,11.2,".172",".285",".268","0.553","0.113",".221","3","10","2","0","2",".252","28.8"
"Trout, Mike",545361,2022,30,438,499,54,28,2,40,139,54,27.9,10.8,".283",".630",".369","0.999","0.347",".323","0","1","6","8","1",".418","29.3"
"Mitchell, Garrett",669003,2022,23,61,68,14,3,0,2,28,6,41.2,8.8,".311",".459",".373","0.832","0.148",".548","0","8","0","0","0",".365","30.1"
"Almora Jr., Albert",546991,2022,28,215,235,32,10,1,5,46,17,19.6,7.2,".223",".349",".282","0.631","0.126",".261","2","3","1","0","1",".279","27.6"
"Hummel, Cooper",669450,2022,27,176,201,17,8,3,3,64,23,31.8,11.4,".176",".307",".274","0.581","0.131",".255","1","4","1","0","1",".262","28.8"
"Harrison, Monte",656509,2022,26,11,14,1,0,0,1,8,2,57.1,14.3,".182",".455",".357","0.812","0.273",".500","0","1","1","0","0",".361",
"Votto, Joey",458015,2022,38,322,376,36,18,1,11,97,44,25.8,11.7,".205",".370",".319","0.689","0.165",".257","0","0","10","0","0",".310","25.3"
"Wong, Connor",657136,2022,26,48,56,5,3,0,1,16,5,28.6,8.9,".188",".313",".273","0.586","0.125",".250","0","0","1","0","1",".263","28.9"
"Mendick, Danny",664901,2022,28,97,106,20,4,1,3,23,7,21.7,6.6,".289",".443",".343","0.786","0.154",".352","0","1","1","0","0",".344","26.1"
"Mazara, Nomar",608577,2022,27,159,171,32,8,0,2,40,10,23.4,5.8,".264",".352",".316","0.668","0.088",".342","0","0","2","0","0",".297","26.3"
"Franco, Wander",677551,2022,21,314,344,58,20,3,6,33,26,9.6,7.6,".277",".417",".328","0.745","0.140",".290","0","8","0","1","4",".323","27.8"
"Smith, Josh",669701,2022,24,213,253,35,5,0,2,50,28,19.8,11.1,".197",".249",".307","0.556","0.052",".244","3","4","7","0","3",".262","28.2"
"McCann, James",543510,2022,32,174,191,25,6,0,3,46,11,24.1,5.8,".195",".282",".257","0.539","0.087",".244","0","3","4","0","2",".243","26.1"
"Gomes, Yan",543228,2022,34,277,293,45,12,0,8,47,8,16,2.7,".235",".365",".260","0.625","0.130",".252","0","2","3","0","4",".271","26.3"
"Pollock, AJ",572041,2022,34,489,527,79,26,1,14,98,32,18.6,6.1,".245",".389",".292","0.681","0.144",".278","1","3","2","0","4",".297","27.8"
"Frazier, Adam",624428,2022,30,541,602,100,22,4,3,73,46,12.1,7.6,".238",".311",".301","0.612","0.073",".268","6","11","5","1","6",".274","26.8"
"Palacios, Richie",680700,2022,25,112,123,20,6,0,0,20,9,16.3,7.3,".232",".286",".293","0.579","0.054",".280","0","2","1","1","1",".258","27.8"
"Pérez, Carlos",656024,2022,25,18,18,2,2,0,0,2,0,11.1,0,".222",".333",".222","0.555","0.111",".250","0","0","0","0","0",".238","25.1"
"Voit III, Luke",572228,2022,31,500,568,69,22,0,22,179,55,31.5,9.7,".226",".402",".308","0.710","0.176",".298","1","1","7","1","6",".311","24.7"
"Grichuk, Randal",545341,2022,30,506,538,88,21,3,19,127,24,23.6,4.5,".259",".425",".299","0.724","0.166",".309","0","4","6","0","2",".315","28.0"
"Cameron, Daz",663662,2022,25,64,70,9,3,1,1,20,5,28.6,7.1,".219",".344",".286","0.630","0.125",".302","0","2","1","0","0",".280","28.6"
"Sánchez, Jesús",660821,2022,24,313,343,37,14,3,13,92,26,26.8,7.6,".214",".403",".280","0.683","0.189",".258","0","1","3","0","1",".298","27.3"
"Casali, Curt",592200,2022,33,148,176,21,4,0,5,50,24,28.4,13.6,".203",".331",".318","0.649","0.128",".263","0","0","2","0","2",".295","24.6"
"Walker, Christian",572233,2022,31,583,667,78,25,2,36,131,69,19.6,10.3,".242",".477",".327","0.804","0.235",".248","2","2","8","2","7",".346","26.6"
"Soto, Juan",665742,2022,23,524,664,73,25,2,27,96,135,14.5,20.3,".242",".452",".401","0.853","0.210",".249","2","6","4","6","0",".376","26.6"
"Davis, Jonathan",641505,2022,30,76,91,16,1,0,0,26,14,28.6,15.4,".224",".237",".344","0.581","0.013",".340","1","7","0","0","0",".278","28.1"
"Alcántara, Sergio",642727,2022,25,205,224,30,8,1,6,57,12,25.4,5.4,".220",".356",".261","0.617","0.136",".267","2","1","1","0","4",".269","27.7"
"Higgins, P.J.",664731,2022,29,201,229,28,11,1,6,58,22,25.3,9.6,".229",".383",".310","0.693","0.154",".290","0","0","2","0","1",".306","26.4"
"Laureano, Ramón",657656,2022,27,346,383,42,18,0,13,104,25,27.2,6.5,".211",".376",".287","0.663","0.165",".262","6","11","12","0","0",".294","27.6"
"Thomas, Lane",657041,2022,26,498,548,75,26,2,17,132,41,24.1,7.5,".241",".404",".301","0.705","0.163",".291","4","8","4","0","5",".308","29.4"
"Vientos, Mark",668901,2022,22,36,41,4,1,0,1,12,5,29.3,12.2,".167",".278",".268","0.546","0.111",".217","0","0","0","0","0",".252","26.2"
"Velazquez, Andrew",623205,2022,27,322,349,46,8,0,9,119,15,34.1,4.3,".196",".304",".236","0.540","0.108",".274","1","17","3","0","3",".239","29.1"
"Castillo, Diego",660636,2022,24,262,283,30,13,0,11,75,14,26.5,4.9,".206",".382",".251","0.633","0.176",".239","1","1","3","1","4",".272","27.3"
"Garcia, Maikel",672580,2022,22,22,23,6,1,0,0,5,1,21.7,4.3,".318",".364",".348","0.712","0.046",".412","0","0","0","0","0",".315","28.5"
"Miller, Owen",680911,2022,25,424,472,70,26,1,6,93,32,19.7,6.8,".243",".351",".301","0.652","0.108",".290","0","2","7","1","9",".287","29.0"
"Souza Jr., Steven",519306,2022,33,19,19,3,0,0,0,8,0,42.1,0,".158",".158",".158","0.316","0.000",".273","0","0","0","0","0",".140",
"LeMahieu, DJ",518934,2022,33,467,541,92,18,0,12,71,67,13.1,12.4,".261",".377",".357","0.734","0.116",".285","3","4","4","0","2",".329","26.4"
"Payton, Mark",592622,2022,30,21,25,3,0,0,0,4,4,16,16,".143",".143",".280","0.423","0.000",".176","0","0","0","0","0",".216","27.5"
"Grisham, Trent",663757,2022,25,451,524,48,16,2,17,150,57,28.6,10.9,".184",".341",".284","0.625","0.157",".231","1","7","7","1","2",".280","28.8"
"Gonzalez, Romy",663853,2022,25,105,109,18,4,1,2,39,2,35.8,1.8,".238",".352",".257","0.609","0.114",".354","1","0","1","0","1",".264","28.6"
"Upton, Justin",457708,2022,34,48,57,4,1,0,1,23,6,40.4,10.5,".125",".208",".263","0.471","0.083",".208","0","0","3","0","0",".231","27.2"
"Benintendi, Andrew",643217,2022,27,461,521,109,23,3,5,77,52,14.8,10,".304",".399",".373","0.772","0.095",".352","3","8","2","0","5",".342","27.6"
"Longoria, Evan",446334,2022,36,266,298,38,13,0,14,83,27,27.9,9.1,".244",".451",".315","0.766","0.207",".297","0","0","2","2","3",".330","25.4"
"Call, Alex",669743,2022,27,114,131,18,3,1,5,30,15,22.9,11.5,".237",".412",".336","0.748","0.175",".278","3","3","2","0","0",".332","28.4"
"Moreno, Gabriel",672515,2022,22,69,73,20,1,0,1,8,4,11,5.5,".319",".377",".356","0.733","0.058",".350","0","0","0","0","0",".326","27.5"
"Stephenson, Tyler",663886,2022,25,166,183,38,9,0,6,47,12,25.7,6.6,".319",".482",".372","0.854","0.163",".409","0","1","3","0","2",".370","26.6"
"Guthrie, Dalton",656495,2022,26,21,28,6,0,0,1,7,6,25,21.4,".333",".476",".500","0.976","0.143",".462","0","1","1","0","0",".437","28.8"
"Pasquantino, Vinnie",686469,2022,24,258,298,56,10,0,10,34,35,11.4,11.7,".295",".450",".383","0.833","0.155",".306","0","1","3","1","2",".365","25.6"
"Mayfield, Jack",608686,2022,31,70,74,10,1,1,1,17,3,23,4.1,".186",".271",".230","0.501","0.085",".231","0","1","1","0","0",".224","27.3"
"DeLuzio, Ben",641512,2022,27,20,25,2,1,0,0,5,3,20,12,".150",".200",".292","0.492","0.050",".200","1","0","1","0","0",".242","30.0"
"Yastrzemski, Mike",573262,2022,31,485,558,54,31,2,17,141,61,25.3,10.9,".214",".392",".305","0.697","0.178",".261","1","5","5","0","6",".307","27.0"
"Beaty, Matt",607461,2022,29,43,47,2,1,1,0,8,2,17,4.3,".093",".163",".170","0.333","0.070",".114","0","0","2","0","0",".158","26.8"
"Tucker, Kyle",663656,2022,25,544,609,81,28,1,30,95,59,15.6,9.7,".257",".478",".330","0.808","0.221",".261","4","25","1","4","2",".348","26.7"
"Morel, Christopher",666624,2022,23,379,425,50,19,4,16,137,38,32.2,8.9,".235",".433",".308","0.741","0.198",".320","7","10","3","0","2",".322","28.8"
"Frazier, Clint",640449,2022,27,37,45,5,3,0,0,11,7,24.4,15.6,".216",".297",".356","0.653","0.081",".308","0","1","1","0","0",".305","26.6"
"Sheets, Gavin",657757,2022,26,377,410,57,19,0,15,86,27,21,6.6,".241",".411",".295","0.706","0.170",".272","0","0","3","0","3",".308","26.6"
"Peralta, David",444482,2022,34,439,490,65,30,3,12,114,41,23.3,8.4,".251",".415",".316","0.731","0.164",".307","3","1","4","5","6",".315","27.5"
"Chisholm Jr., Jazz",665862,2022,24,213,241,26,10,4,14,66,21,27.4,8.7,".254",".535",".325","0.860","0.281",".294","5","12","3","0","3",".365","29.3"
"Jackson, Alex",656577,2022,26,12,12,3,0,0,0,7,0,58.3,0,".250",".250",".250","0.500","0.000",".600","0","0","0","0","0",".221",
"Lowe, Josh",666139,2022,24,181,198,24,12,2,2,66,15,33.3,7.6,".221",".343",".284","0.627","0.122",".336","0","3","1","1","0",".276","28.9"
"Martinez, J.D.",502110,2022,34,533,596,86,43,1,16,145,52,24.3,8.7,".274",".448",".341","0.789","0.174",".345","0","0","5","1","5",".343","26.1"
"Reynolds, Bryan",668804,2022,27,542,614,92,19,4,27,141,56,23,9.1,".262",".461",".345","0.806","0.199",".306","3","7","14","6","2",".349","28.2"
"Winker, Jesse",608385,2022,28,456,547,71,15,0,14,103,84,18.8,15.4,".219",".344",".344","0.688","0.125",".251","0","0","4","1","3",".313","25.6"
"Blackmon, Charlie",453568,2022,35,530,577,96,22,6,16,109,32,18.9,5.5,".264",".419",".314","0.733","0.155",".304","1","4","8","4","3",".317","27.8"
"Duffy, Matt",622110,2022,31,228,247,47,8,0,2,50,17,20.2,6.9,".250",".311",".308","0.619","0.061",".313","0","0","2","0","0",".279","26.8"
"Plawecki, Kevin",608700,2022,31,168,186,28,8,0,1,32,14,17.2,7.5,".220",".286",".286","0.572","0.066",".265","0","0","2","0","1",".259","24.8"
"Hernandez, Elier",609274,2022,27,33,35,4,2,0,0,15,1,42.9,2.9,".182",".242",".200","0.442","0.060",".316","0","0","0","0","1",".193","28.4"
"Reyes, Victor",622682,2022,27,315,336,55,19,3,3,77,13,22.9,3.9,".254",".362",".289","0.651","0.108",".322","2","2","4","0","4",".284","27.6"
"Naquin, Tyler",571980,2022,31,310,334,37,19,4,11,93,19,27.8,5.7,".229",".423",".282","0.705","0.194",".291","2","4","4","2","0",".303","27.8"
"Fortes, Nick",663743,2022,25,217,240,34,6,1,9,45,18,18.8,7.5,".230",".392",".304","0.696","0.162",".252","3","5","5","0","0",".308","27.8"
"Ellis, Drew",656403,2022,26,16,17,2,1,0,0,7,1,41.2,5.9,".188",".250",".235","0.485","0.062",".333","0","0","0","0","0",".219",
"Slater, Austin",596103,2022,29,277,325,49,15,2,7,89,40,27.4,12.3,".264",".408",".366","0.774","0.144",".361","1","12","6","0","2",".344","28.2"
"Higashioka, Kyle",543309,2022,32,229,248,35,7,0,10,52,12,21,4.8,".227",".389",".264","0.653","0.162",".246","1","0","1","0","4",".282","25.8"
"Hager, Jake",606993,2022,29,50,59,10,2,0,0,17,8,28.8,13.6,".240",".280",".345","0.625","0.040",".364","0","0","0","0","0",".291","27.1"
"Caratini, Victor",605170,2022,28,272,314,33,12,0,9,67,31,21.3,9.9,".199",".342",".300","0.642","0.143",".228","0","0","9","1","1",".289","24.9"
"Seager, Corey",608369,2022,28,593,663,87,24,1,33,103,58,15.5,8.7,".245",".455",".317","0.772","0.210",".242","0","3","7","7","5",".331","26.2"
"Sánchez, Yolmer",570560,2022,30,37,44,4,0,0,0,13,5,29.5,11.4,".108",".108",".214","0.322","0.000",".167","2","0","0","0","0",".166","26.5"
"Castro, Harold",605612,2022,28,420,443,84,21,2,7,79,17,17.8,3.8,".271",".381",".300","0.681","0.110",".318","1","0","1","1","2",".297","26.3"
"Cooper, Garrett",643265,2022,31,414,469,64,33,2,9,119,40,25.4,8.5,".261",".415",".337","0.752","0.154",".340","0","0","10","0","5",".330","26.3"
"Taylor, Chris",621035,2022,31,402,454,51,25,3,10,160,44,35.2,9.7,".221",".373",".304","0.677","0.152",".336","1","10","5","2","3",".298","28.5"
"Marisnick, Jake",545350,2022,31,77,82,10,6,0,2,24,4,29.3,4.9,".234",".390",".272","0.662","0.156",".314","1","2","0","1","0",".283","28.7"
"Ford, Mike",645801,2022,29,131,149,19,5,0,3,40,17,26.8,11.4,".206",".313",".302","0.615","0.107",".273","0","0","1","0","0",".280","24.4"
"Grandal, Yasmani",518735,2022,33,327,376,54,7,0,5,79,45,21,12,".202",".269",".301","0.570","0.067",".249","0","1","2","1","2",".263","22.1"
"Jeffers, Ryan",680777,2022,25,212,236,26,10,1,7,62,23,26.3,9.7,".208",".363",".285","0.648","0.155",".259","0","0","0","0","0",".287","26.1"
"Vázquez, Christian",543877,2022,31,398,426,77,23,0,9,69,22,16.2,5.2,".274",".399",".315","0.714","0.125",".310","4","1","3","0","3",".312","25.5"
"Gorman, Nolan",669357,2022,22,283,313,37,13,0,14,103,28,32.9,8.9,".226",".420",".300","0.720","0.194",".301","0","1","2","0","0",".316","27.0"
"Verdugo, Alex",657077,2022,26,593,644,115,39,1,11,86,42,13.4,6.5,".280",".405",".328","0.733","0.125",".309","3","1","3","2","6",".319","26.8"
"Cordero, Franchy",614173,2022,27,242,275,27,17,1,8,92,28,33.5,10.2,".219",".397",".300","0.697","0.178",".313","1","4","1","1","2",".304","28.6"
"Escobar, Eduardo",500871,2022,33,495,542,69,26,4,20,129,40,23.8,7.4,".240",".430",".295","0.725","0.190",".281","2","0","1","3","6",".311","27.9"
"Thomas, Cody",642137,2022,27,30,32,8,0,0,0,12,2,37.5,6.3,".267",".267",".313","0.580","0.000",".444","0","0","0","0","0",".264","26.3"
"Vargas, Miguel",678246,2022,22,47,50,6,1,0,1,13,2,26,4,".170",".255",".200","0.455","0.085",".206","0","1","0","0","1",".200","29.3"
"Burger, Jake",669394,2022,26,168,183,24,9,1,8,56,10,30.6,5.5,".250",".458",".302","0.760","0.208",".324","0","0","3","1","1",".327","27.7"
"Wisdom, Patrick",621550,2022,30,469,534,44,28,0,25,183,53,34.3,9.9,".207",".426",".298","0.724","0.219",".274","4","8","9","1","2",".316","27.8"
"Matijevic, J.J.",656695,2022,26,67,71,10,2,0,2,25,2,35.2,2.8,".209",".328",".254","0.582","0.119",".300","0","1","2","0","0",".258","26.8"
"Walker, Steele",667727,2022,25,14,16,0,0,0,1,4,2,25,12.5,".071",".286",".188","0.474","0.215",".000","0","0","0","0","0",".216",
"Donovan, Brendan",680977,2022,25,391,468,83,21,1,5,70,60,15,12.8,".281",".379",".394","0.773","0.098",".330","3","2","14","1","2",".349","27.2"
"Gordon, Nick",624503,2022,26,405,443,69,28,4,9,105,19,23.7,4.3,".272",".427",".316","0.743","0.155",".340","4","6","10","1","6",".321","27.8"
"Hayes, Ke'Bryan",663647,2022,25,505,560,89,24,3,7,122,48,21.8,8.6,".244",".345",".314","0.659","0.101",".307","5","20","5","0","2",".294","27.9"
"Gamel, Ben",592325,2022,30,371,423,55,20,2,9,98,48,23.2,11.3,".232",".369",".324","0.693","0.137",".291","1","5","3","2","1",".308","27.9"
"Barnes, Austin",605131,2022,32,179,212,24,6,0,8,37,27,17.5,12.7,".212",".380",".324","0.704","0.168",".222","1","2","3","0","1",".315","26.7"
"Rios, Edwin",621458,2022,28,86,92,13,1,0,7,36,5,39.1,5.4,".244",".500",".293","0.793","0.256",".326","1","0","1","1","0",".338","25.3"
"Burleson, Alec",676475,2022,23,48,53,7,1,0,1,9,5,17,9.4,".188",".271",".264","0.535","0.083",".211","0","1","0","0","0",".245","25.3"
"Urshela, Gio",570482,2022,30,501,551,100,27,3,13,96,41,17.4,7.4,".285",".429",".338","0.767","0.144",".326","0","1","2","2","7",".332","25.8"
"García, Avisaíl",541645,2022,31,357,380,63,9,0,8,109,17,28.7,4.5,".224",".317",".266","0.583","0.093",".298","0","4","4","0","2",".258","28.3"
"Lewis, Kyle",641786,2022,26,56,62,5,0,0,3,19,5,30.6,8.1,".143",".304",".226","0.530","0.161",".147","0","0","1","0","0",".239","24.1"
"Rosario, Amed",642708,2022,26,637,670,134,26,9,11,111,25,16.6,3.7,".283",".403",".312","0.715","0.120",".326","4","18","4","0","4",".311","29.4"
"Rivas III, Alfonso",663845,2022,25,251,287,49,5,2,3,87,29,30.3,10.1,".235",".307",".322","0.629","0.072",".344","1","6","4","1","2",".285","26.3"
"Semien, Marcus",543760,2022,31,657,724,101,31,5,26,120,53,16.6,7.3,".248",".429",".304","0.733","0.181",".263","8","25","4","0","10",".317","28.8"
"Raley, Luke",670042,2022,27,61,72,9,2,0,1,24,7,33.3,9.7,".197",".279",".306","0.585","0.082",".297","0","0","3","0","1",".271","29.3"
"Mercedes, Yermín",606213,2022,29,73,83,11,5,0,1,17,9,20.5,10.8,".233",".342",".325","0.667","0.109",".291","0","0","1","0","0",".301","25.8"
"Refsnyder, Rob",608701,2022,31,153,177,30,11,0,6,46,15,26,8.5,".307",".497",".384","0.881","0.190",".394","1","1","6","0","3",".381","27.1"
"Solano, Donovan",456781,2022,34,278,304,59,16,0,4,61,19,20.1,6.3,".284",".385",".339","0.724","0.101",".349","0","0","5","1","2",".319","25.9"
"Locastro, Tim",641796,2022,29,43,46,5,1,0,2,7,2,15.2,4.3,".186",".349",".239","0.588","0.163",".176","2","8","1","0","0",".259","30.2"
"Margot, Manuel",622534,2022,27,336,363,68,18,2,4,68,24,18.7,6.6,".274",".375",".325","0.700","0.101",".332","3","7","2","1","1",".308","27.9"
"Delay, Jason",641511,2022,27,155,167,26,6,0,1,50,9,29.9,5.4,".213",".271",".265","0.536","0.058",".308","2","0","2","0","0",".243","26.1"
"Alvarez, Yordan",670541,2022,25,470,561,76,29,2,37,106,78,18.9,13.9,".306",".613",".406","1.019","0.307",".320","1","1","6","9","7",".427","26.6"
"Palacios, Joshua",641943,2022,26,47,49,8,2,0,0,15,1,30.6,2,".213",".255",".245","0.500","0.042",".313","0","1","1","0","0",".225","28.5"
"Lopes, Christian",547173,2022,29,9,10,0,0,0,0,5,1,50,10,".000",".000",".100","0.100","0.000",".000","0","0","0","0","0",".069",
"Bogaerts, Xander",593428,2022,29,557,631,118,38,0,15,118,57,18.7,9,".307",".456",".377","0.833","0.149",".362","2","8","10","2","7",".363","27.9"
"Benson, Will",666181,2022,24,55,61,9,1,0,0,19,3,31.1,4.9,".182",".200",".250","0.450","0.018",".278","0","0","2","0","0",".212","29.2"
"Alonso, Pete",624413,2022,27,597,685,95,27,0,40,128,67,18.7,9.8,".271",".518",".352","0.870","0.247",".279","1","5","12","16","9",".366","25.7"
"Biggio, Cavan",624415,2022,27,257,303,27,18,1,6,85,38,28.1,12.5,".202",".350",".318","0.668","0.148",".275","0","2","6","0","1",".302","28.5"
"Goodrum, Niko",592348,2022,30,43,45,3,2,0,0,23,2,51.1,4.4,".116",".163",".156","0.319","0.047",".250","0","1","0","0","0",".146","27.5"
"Rizzo, Anthony",519203,2022,32,465,548,50,21,1,32,101,58,18.4,10.6,".224",".480",".338","0.818","0.256",".216","5","6","23","6","2",".352","25.5"
"Aquino, Aristides",606157,2022,28,259,276,28,13,0,10,101,17,36.6,6.2,".197",".363",".246","0.609","0.166",".277","3","2","0","0","0",".267","28.7"
"Muncy, Max",571970,2022,31,464,565,47,22,1,21,141,90,25,15.9,".196",".384",".329","0.713","0.188",".227","0","2","5","1","6",".318","27.2"
"Gallo, Joey",608336,2022,28,350,410,27,8,2,19,163,56,39.8,13.7,".160",".357",".280","0.637","0.197",".219","0","3","3","0","1",".286","27.2"
"Perez, Salvador",521692,2022,32,445,473,66,23,1,23,109,18,23,3.8,".254",".465",".292","0.757","0.211",".285","0","0","7","2","3",".324","25.3"
"Vaughn, Andrew",683734,2022,24,510,555,92,28,1,17,96,31,17.3,5.6,".271",".429",".321","0.750","0.158",".301","0","0","9","0","5",".327","26.2"
"Nuñez, Dom",624513,2022,27,33,41,3,1,0,0,10,6,24.4,14.6,".121",".152",".244","0.396","0.031",".160","0","0","0","0","2",".196","24.5"
"Sosa, Edmundo",624641,2022,26,176,190,23,11,4,2,50,5,26.3,2.6,".227",".369",".275","0.644","0.142",".304","1","6","7","0","1",".282","29.4"
"Díaz, Lewin",650331,2022,25,160,174,18,4,0,5,54,11,31,6.3,".169",".287",".224","0.511","0.118",".214","0","1","1","0","2",".228","24.7"
"Machín, Vimael",605353,2022,28,223,253,36,12,0,1,47,25,18.6,9.9,".220",".287",".300","0.587","0.067",".270","1","1","2","0","3",".268","25.7"
"Carpenter, Matt",572761,2022,36,128,154,15,9,0,15,35,19,22.7,12.3,".305",".727",".412","1.139","0.422",".304","0","0","5","1","1",".472","26.0"
"Sánchez, Gary",596142,2022,29,419,471,46,24,0,16,136,40,28.9,8.5,".205",".377",".282","0.659","0.172",".257","0","2","7","0","5",".290","25.2"
"Pérez, Roberto",547379,2022,33,60,69,10,2,0,2,25,9,36.2,13,".233",".367",".333","0.700","0.134",".364","0","0","0","0","0",".315","25.2"
"Contreras, Willson",575929,2022,30,416,487,54,23,2,22,103,45,21.1,9.2,".243",".466",".349","0.815","0.223",".270","2","4","24","0","2",".357","27.5"
"Grissom, Vaughn",687093,2022,21,141,156,30,6,0,5,34,11,21.8,7.1,".291",".440",".353","0.793","0.149",".350","2","5","3","1","1",".345","27.7"
"Olson, Matt",621566,2022,28,616,699,70,44,0,34,170,75,24.3,10.7,".240",".477",".325","0.802","0.237",".274","0","0","4","6","4",".344","26.3"
"Iglesias, Jose",578428,2022,32,439,467,95,30,0,3,56,17,12,3.6,".292",".380",".328","0.708","0.088",".326","3","2","8","0","3",".312","28.4"
"Guillorme, Luis",641645,2022,27,297,335,66,12,1,2,46,34,13.7,10.1,".273",".340",".351","0.691","0.067",".317","0","1","2","1","0",".311","25.9"
"Florial, Estevan",664314,2022,24,31,35,3,0,0,0,13,3,37.1,8.6,".097",".097",".200","0.297","0.000",".167","0","2","1","0","0",".155","27.9"
"Garneau, Dustin",572863,2022,34,10,11,2,1,0,0,4,1,36.4,9.1,".300",".400",".364","0.764","0.100",".500","0","0","0","0","0",".338",
"Albies, Ozzie",645277,2022,25,247,269,37,16,0,8,47,16,17.5,5.9,".247",".409",".294","0.703","0.162",".270","5","3","2","0","4",".305","27.5"
"Molina, Yadier",425877,2022,39,262,270,43,8,0,5,40,5,14.8,1.9,".214",".302",".233","0.535","0.088",".234","0","2","2","0","1",".235","21.8"
"Gonzalez, Marwin",503556,2022,33,184,207,21,7,0,6,54,14,26.1,6.8,".185",".321",".255","0.576","0.136",".222","0","3","4","0","2",".257","26.4"
"Thomas, Alek",677950,2022,22,381,411,62,17,1,8,74,22,18,5.4,".231",".344",".275","0.619","0.113",".263","3","4","3","0","5",".272","29.3"
"Reynolds, Matt",608703,2022,31,244,272,46,10,1,3,78,26,28.7,9.6,".246",".332",".320","0.652","0.086",".348","0","5","1","0","1",".293","27.4"
"Vogelbach, Daniel",596129,2022,29,386,461,54,19,1,18,114,73,24.7,15.8,".238",".433",".360","0.793","0.195",".290","0","0","1","2","1",".349","24.0"
"Ahmed, Nick",605113,2022,32,52,54,7,2,0,3,15,2,27.8,3.7,".231",".442",".259","0.701","0.211",".265","1","0","0","0","0",".302","27.9"
"Kiermaier, Kevin",595281,2022,32,206,221,32,8,0,7,61,14,27.6,6.3,".228",".369",".281","0.650","0.141",".290","1","6","1","0","0",".286","29.2"
"Fairchild, Stuart",656413,2022,26,97,110,14,4,1,5,34,8,30.9,7.3,".247",".464",".336","0.800","0.217",".328","2","0","5","0","0",".350","29.1"
"Trevino, Jose",624431,2022,29,335,353,59,12,1,11,62,15,17.6,4.2,".248",".388",".283","0.671","0.140",".274","1","2","2","0","1",".293","25.1"
"Bradley, Bobby",656252,2022,26,17,17,2,0,0,0,9,0,52.9,0,".118",".118",".118","0.236","0.000",".250","0","0","0","0","0",".104",
"Cruz, Oneil",665833,2022,23,331,361,43,13,4,17,126,28,34.9,7.8,".233",".450",".294","0.744","0.217",".317","4","10","1","1","1",".320","29.9"
"Papierski, Michael",657709,2022,26,91,103,11,1,0,1,26,10,25.2,9.7,".143",".187",".228","0.415","0.044",".188","0","0","0","0","0",".197","24.7"
"Mathias, Mark",664029,2022,27,81,91,11,3,0,6,30,9,33,9.9,".247",".506",".319","0.825","0.259",".304","0","3","0","0","1",".353","27.6"
"Maile, Luke",571912,2022,31,181,206,27,10,0,3,54,19,26.2,9.2,".221",".326",".301","0.627","0.105",".291","0","0","3","0","3",".281","25.5"
"Quiroz, Esteban",606019,2022,30,40,47,11,0,0,0,9,4,19.1,8.5,".275",".275",".370","0.645","0.000",".355","1","1","2","0","0",".303","25.0"
"Duran, Ezequiel",677649,2022,23,208,220,33,10,1,5,54,12,24.5,5.5,".236",".365",".277","0.642","0.129",".295","1","4","0","0","0",".282","29.1"
"Casas, Triston",671213,2022,22,76,95,9,1,0,5,23,19,24.2,20,".197",".408",".358","0.766","0.211",".208","0","1","0","0","0",".344","24.9"
"García, Luis",671277,2022,22,360,377,67,23,2,7,84,11,22.3,2.9,".275",".408",".295","0.703","0.133",".337","4","3","1","1","4",".303","27.0"
"Fox, Lucius",665650,2022,24,25,28,2,0,0,0,9,1,32.1,3.6,".080",".080",".115","0.195","0.000",".125","0","1","0","0","0",".094","29.1"
"Siri, Jose",642350,2022,26,301,325,42,13,2,7,108,20,33.2,6.2,".213",".339",".268","0.607","0.126",".305","2","14","3","0","1",".268","30.3"
"Johnson, Bryce",669369,2022,26,18,19,2,0,0,0,7,1,36.8,5.3,".111",".111",".158","0.269","0.000",".182","0","0","0","0","0",".129","27.0"
"Wade, Tyler",642180,2022,27,147,163,26,5,0,1,33,10,20.2,6.1,".218",".272",".272","0.544","0.054",".274","5","8","1","0","0",".247","29.1"
"McMahon, Ryan",641857,2022,27,529,597,84,23,3,20,158,60,26.5,10.1,".246",".414",".327","0.741","0.168",".311","3","7","5","0","3",".326","25.8"
"La Stella, Tommy",600303,2022,33,180,195,27,14,0,2,30,11,15.4,5.6,".239",".350",".282","0.632","0.111",".272","0","0","1","0","3",".277","24.9"
"Wallner, Matt",670242,2022,24,57,65,8,3,0,2,25,6,38.5,9.2,".228",".386",".323","0.709","0.158",".367","0","1","2","1","0",".311","28.3"
