"last_name, first_name","player_id","year","player_age","ab","pa","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","r_total_caught_stealing","r_total_stolen_base","b_hit_by_pitch","b_intent_walk","b_sac_fly","woba","sprint_speed"
"Benson, Will",666181,2024,26,343,388,29,19,2,14,154,40,39.7,10.3,".187",".376",".274","0.650","0.189",".282","7","16","2","0","2",".285","28.8"
"Rojas, Josh",668942,2024,30,422,476,66,19,2,8,108,46,22.7,9.7,".225",".336",".304","0.640","0.111",".282","4","10","3","1","2",".286","27.0"
"Margot, Manuel",622534,2024,29,315,343,53,17,1,4,54,21,15.7,6.1,".238",".337",".289","0.626","0.099",".273","0","5","3","0","3",".276","27.5"
"Allen, Nick",669397,2024,25,97,105,12,4,0,1,20,5,19,4.8,".175",".247",".216","0.463","0.072",".211","0","0","0","0","0",".207","27.6"
"Harper, Bryce",547180,2024,31,550,631,85,42,0,30,138,76,21.9,12,".285",".525",".373","0.898","0.240",".331","4","7","2","11","2",".380","27.4"
"Thomas, Lane",657041,2024,28,472,528,68,26,3,15,137,44,25.9,8.3,".237",".400",".309","0.709","0.163",".298","14","32","7","1","5",".309","29.3"
"Jordan, Levi",682119,2024,28,10,11,0,1,0,0,3,0,27.3,0,".100",".200",".091","0.291","0.100",".125","0","0","0","0","1",".114","26.5"
"Moniak, Mickey",666160,2024,26,392,418,53,17,2,14,114,21,27.3,5,".219",".380",".266","0.646","0.161",".272","4","8","4","0","1",".281","28.6"
"Edwards, Xavier",669364,2024,24,265,303,69,12,5,1,52,33,17.2,10.9,".328",".423",".397","0.820","0.095",".398","4","31","0","1","4",".359","28.4"
"Edman, Tommy",669242,2024,29,139,153,21,5,1,6,30,11,19.6,7.2,".237",".417",".294","0.711","0.180",".257","0","6","1","0","2",".307","27.9"
"Fermín, José",665877,2024,25,71,79,9,1,1,0,11,7,13.9,8.9,".155",".197",".241","0.438","0.042",".183","1","2","1","0","0",".207","28.9"
"Williams, Luke",663897,2024,27,46,52,6,3,0,0,13,4,25,7.7,".196",".261",".275","0.536","0.065",".273","0","3","1","0","0",".246","28.6"
"Madris, Bligh",676632,2024,28,67,75,14,3,0,1,20,6,26.7,8,".269",".358",".324","0.682","0.089",".362","0","0","0","0","1",".301","27.1"
"Yelich, Christian",592885,2024,32,270,315,59,12,3,11,58,40,18.4,12.7,".315",".504",".406","0.910","0.189",".366","1","21","2","3","1",".391","28.5"
"Gonzalez, Romy",663853,2024,27,199,216,36,10,1,6,58,12,26.9,5.6,".266",".417",".306","0.723","0.151",".338","3","11","1","0","4",".311","28.9"
"Lux, Gavin",666158,2024,26,439,487,74,24,2,10,110,44,22.6,9,".251",".383",".320","0.703","0.132",".312","2","5","2","0","2",".310","27.7"
"Loftin, Nick",679845,2024,25,148,171,23,4,0,1,24,19,14,11.1,".189",".236",".282","0.518","0.047",".216","0","1","1","0","2",".242","27.7"
"Teodosio, Bryce",669326,2024,25,12,12,1,0,0,0,5,0,41.7,0,".083",".083",".083","0.166","0.000",".143","0","0","0","0","0",".073","29.8"
"Ramírez, Harold",623912,2024,29,238,246,52,7,1,2,50,5,20.3,2,".261",".324",".280","0.604","0.063",".321","2","6","2","0","1",".265","28.0"
"Bauers, Jake",641343,2024,28,302,346,37,9,2,12,118,39,34.1,11.3,".199",".361",".301","0.662","0.162",".279","1","13","5","1","0",".294","27.2"
"Adames, Willy",642715,2024,28,610,688,88,33,0,32,173,74,25.1,10.8,".251",".462",".331","0.793","0.211",".297","4","21","1","3","3",".342","27.4"
"Walker, Jordan",691023,2024,22,164,178,17,10,1,5,50,10,28.1,5.6,".201",".366",".253","0.619","0.165",".252","0","1","2","0","2",".268","28.4"
"Schwarber, Kyle",656941,2024,31,573,692,82,22,0,38,197,106,28.5,15.3,".248",".485",".366","0.851","0.237",".301","3","5","5","4","8",".366","25.8"
"Contreras, Willson",575929,2024,32,301,358,47,17,0,15,96,45,26.8,12.6,".262",".468",".380","0.848","0.206",".337","1","4","12","2","0",".370","27.1"
"Devers, Rafael",646240,2024,27,525,601,76,34,5,28,147,67,24.5,11.1,".272",".516",".354","0.870","0.244",".323","0","3","3","14","6",".364","26.5"
"Smith, Will",669257,2024,29,476,544,72,24,2,20,105,51,19.3,9.4,".248",".433",".327","0.760","0.185",".273","1","1","9","6","8",".326","27.4"
"Lowe, Brandon",664040,2024,29,385,425,51,19,3,21,112,33,26.4,7.8,".244",".473",".311","0.784","0.229",".287","1","5","5","2","2",".335","27.2"
"Wendle, Joey",621563,2024,34,36,37,7,1,0,0,9,1,24.3,2.7,".222",".250",".243","0.493","0.028",".296","0","1","0","0","0",".219","27.6"
"Higashioka, Kyle",543309,2024,34,246,263,26,10,1,17,74,15,28.1,5.7,".220",".476",".263","0.739","0.256",".237","0","2","0","0","1",".314","25.4"
"Wagaman, Eric",676572,2024,26,72,74,11,5,0,2,17,2,23,2.7,".250",".403",".270","0.673","0.153",".302","0","0","0","0","0",".290","27.1"
"Blankenhorn, Travis",663905,2024,27,31,32,3,1,0,0,9,1,28.1,3.1,".129",".161",".156","0.317","0.032",".182","0","0","0","0","0",".143","26.3"
"Fletcher, Dominic",666150,2024,26,223,241,37,8,0,1,58,11,24.1,4.6,".206",".256",".252","0.508","0.050",".273","0","0","3","1","1",".227","26.4"
"Rosario, Eddie",592696,2024,32,297,319,30,12,0,10,77,16,24.1,5,".175",".316",".215","0.531","0.141",".196","1","9","0","0","4",".230","27.3"
"Call, Alex",669743,2024,29,99,113,22,9,0,3,19,12,16.8,10.6,".343",".525",".425","0.950","0.182",".403","1","5","2","0","0",".412","28.0"
"Julien, Edouard",666397,2024,25,266,301,36,9,0,8,102,33,33.9,11,".199",".323",".292","0.615","0.124",".288","0","6","2","0","0",".278","26.7"
"Langford, Wyatt",694671,2024,22,499,557,81,25,4,16,115,51,20.6,9.2,".253",".415",".325","0.740","0.162",".296","3","19","4","3","3",".321","29.8"
"Cameron, Daz",663662,2024,27,170,186,23,5,1,5,51,13,27.4,7,".200",".329",".258","0.587","0.129",".250","0","5","1","0","2",".258","28.4"
"Barnhart, Tucker",571466,2024,33,81,96,11,3,0,0,31,13,32.3,13.5,".173",".210",".287","0.497","0.037",".280","0","1","0","0","0",".239","24.4"
"Siani, Michael",672279,2024,24,298,334,57,7,2,2,92,21,27.5,6.3,".228",".285",".285","0.570","0.057",".322","3","20","3","0","1",".257","28.3"
"Encarnacion, Jerar",666464,2024,26,113,119,18,5,0,5,34,5,28.6,4.2,".248",".425",".277","0.702","0.177",".307","0","1","0","0","1",".301","26.9"
"Soderstrom, Tyler",691016,2024,22,189,213,25,10,0,9,53,20,24.9,9.4,".233",".429",".315","0.744","0.196",".273","0","0","3","1","1",".322","27.0"
"Wong, Connor",657136,2024,28,447,487,87,24,1,13,114,28,23.4,5.7,".280",".425",".333","0.758","0.145",".348","7","8","9","1","2",".330","28.4"
"Bleday, JJ",668709,2024,26,572,642,72,43,4,20,125,67,19.5,10.4,".243",".437",".324","0.761","0.194",".279","3","2","2","2","0",".330","27.6"
"Cabbage, Trey",663550,2024,27,86,91,9,8,0,1,34,4,37.4,4.4,".209",".337",".253","0.590","0.128",".333","1","1","1","0","0",".258","27.9"
"Williams, Alika",675961,2024,25,87,96,12,4,2,0,22,3,22.9,3.1,".207",".299",".242","0.541","0.092",".277","0","1","1","0","0",".237","28.0"
"Bliss, Ryan",669208,2024,24,63,71,8,3,1,2,22,5,31,7,".222",".397",".290","0.687","0.175",".308","3","5","1","0","0",".300","28.5"
"Alcantara, Kevin",682634,2024,21,10,10,1,0,0,0,1,0,10,0,".100",".100",".100","0.200","0.000",".111","0","0","0","0","0",".088","29.2"
"Verdugo, Alex",657077,2024,28,559,621,88,28,1,13,93,49,15,7.9,".233",".356",".291","0.647","0.123",".253","1","2","1","0","10",".283","26.7"
"Peña, Jeremy",665161,2024,26,602,650,115,28,2,15,111,25,17.1,3.8,".266",".394",".308","0.702","0.128",".301","6","20","14","1","6",".305","29.8"
"Zavala, Seby",664874,2024,30,39,43,3,2,0,1,16,3,37.2,7,".154",".282",".214","0.496","0.128",".227","0","0","0","0","0",".221","26.0"
"Gomes, Yan",543228,2024,36,91,96,10,2,0,2,36,2,37.5,2.1,".154",".242",".179","0.421","0.088",".222","0","0","1","0","1",".184","26.3"
"Varsho, Daulton",662139,2024,27,459,513,52,21,7,18,137,48,26.7,9.4,".214",".407",".293","0.700","0.193",".262","2","10","4","1","1",".304","28.5"
"Caballero, José",676609,2024,27,441,483,66,24,1,9,133,27,27.5,5.6,".227",".347",".283","0.630","0.120",".301","16","44","9","1","3",".277","28.3"
"De La Cruz, Elly",682829,2024,22,618,696,89,36,10,25,218,69,31.3,9.9,".259",".471",".339","0.810","0.212",".359","16","67","6","2","1",".349","30.0"
"Monasterio, Andruw",655316,2024,27,125,142,20,5,0,1,40,16,28.2,11.3,".208",".272",".303","0.575","0.064",".298","2","6","1","0","0",".266","27.6"
"Horwitz, Spencer",687462,2024,26,328,381,56,19,0,12,70,42,18.4,11,".265",".433",".357","0.790","0.168",".300","0","0","7","2","4",".344","25.2"
"Lockridge, Brandon",663604,2024,27,12,12,1,0,0,1,4,0,33.3,0,".167",".417",".167","0.584","0.250",".143","0","2","0","0","0",".244",
"Smith, Dominic",642086,2024,29,275,307,36,22,0,6,76,28,24.8,9.1,".233",".378",".313","0.691","0.145",".301","1","1","4","0","0",".306","25.6"
"Tucker, Cole",657061,2024,27,50,57,4,4,1,0,17,6,29.8,10.5,".180",".300",".263","0.563","0.120",".265","1","3","0","0","1",".250","28.0"
"Rojas, Miguel",500743,2024,35,307,337,60,21,0,6,34,23,10.1,6.8,".283",".410",".337","0.747","0.127",".301","2","8","3","0","2",".327","25.8"
"Soto, Juan",665742,2024,25,576,713,90,31,4,41,119,129,16.7,18.1,".288",".569",".419","0.988","0.281",".298","4","7","4","2","4",".421","26.8"
"Toglia, Michael",669911,2024,25,399,458,45,14,3,25,147,54,32.1,11.8,".218",".456",".311","0.767","0.238",".270","1","10","1","2","3",".329","27.4"
"Rogers, Jake",668670,2024,29,310,337,34,16,1,10,99,22,29.4,6.5,".197",".352",".255","0.607","0.155",".251","0","1","3","1","2",".264","27.1"
"Stallings, Jacob",607732,2024,34,243,281,37,17,1,9,65,27,23.1,9.6,".263",".453",".357","0.810","0.190",".324","0","0","9","1","1",".353","23.9"
"Hensley, David",682073,2024,28,52,58,9,1,0,1,17,6,29.3,10.3,".212",".288",".293","0.581","0.076",".294","0","1","0","0","0",".265","27.6"
"Cave, Jake",595909,2024,31,323,346,53,16,5,7,98,18,28.3,5.2,".251",".396",".290","0.686","0.145",".335","2","5","1","1","3",".295","27.7"
"Wendzel, Davis",673995,2024,27,47,49,3,2,0,1,12,1,24.5,2,".128",".234",".163","0.397","0.106",".147","0","0","1","0","0",".176","27.2"
"Rosario, Amed",642708,2024,28,332,346,69,18,3,3,73,9,21.1,2.6,".280",".380",".306","0.686","0.100",".350","5","13","4","0","1",".299","29.0"
"Ward, Taylor",621493,2024,30,585,663,91,26,2,25,163,63,24.6,9.5,".246",".426",".323","0.749","0.180",".294","4","6","7","0","8",".325","26.8"
"Nuñez, Nasim",683083,2024,23,61,78,14,1,0,0,15,12,19.2,15.4,".246",".262",".370","0.632","0.016",".326","2","8","0","0","0",".300","29.5"
"O'Hearn, Ryan",656811,2024,30,443,494,78,21,3,15,69,46,14,9.3,".264",".427",".334","0.761","0.163",".282","1","3","2","2","3",".330","27.8"
"Ramos, Heliot",671218,2024,24,475,518,80,23,3,22,135,37,26.1,7.1,".269",".469",".322","0.791","0.200",".329","1","6","2","2","4",".339","27.9"
"Yorke, Nick",694377,2024,22,37,42,6,0,0,2,12,4,28.6,9.5,".216",".378",".286","0.664","0.162",".250","0","2","0","0","1",".289","28.9"
"Jones, Nolan",666134,2024,26,256,297,41,13,1,3,91,36,30.6,12.1,".227",".320",".321","0.641","0.093",".333","4","5","1","2","3",".287","28.1"
"Meadows, Parker",678009,2024,24,270,298,39,12,6,9,76,25,25.5,8.4,".244",".433",".310","0.743","0.189",".306","4","9","1","0","1",".321","29.3"
"Pagés, Pedro",686780,2024,25,202,218,36,3,2,7,58,13,26.6,6,".238",".376",".281","0.657","0.138",".295","0","2","0","0","2",".286","25.9"
"Cook, Billy",695257,2024,25,49,49,6,2,0,3,19,0,38.8,0,".224",".449",".224","0.673","0.225",".296","0","1","0","0","0",".285","29.3"
"Steer, Spencer",668715,2024,26,574,656,71,34,4,20,137,72,20.9,11,".225",".402",".319","0.721","0.177",".260","3","25","8","1","2",".316","28.2"
"Rodríguez, Johnathan",671286,2024,24,31,40,3,1,0,0,14,9,35,22.5,".129",".161",".325","0.486","0.032",".235","0","0","0","0","0",".253","26.8"
"Urías, Ramón",602104,2024,30,272,301,47,9,2,11,55,23,18.3,7.6,".254",".423",".322","0.745","0.169",".280","1","1","5","0","1",".325","26.9"
"Marsh, Brandon",669016,2024,26,418,476,68,17,3,16,154,50,32.4,10.5,".249",".419",".328","0.747","0.170",".348","3","19","2","0","5",".326","28.2"
"Amaya, Miguel",665804,2024,25,328,363,53,13,2,8,62,23,17.1,6.3,".232",".357",".288","0.645","0.125",".261","0","0","4","0","3",".283","25.5"
"Madrigal, Nick",663611,2024,27,86,94,16,3,0,0,10,4,10.6,4.3,".221",".256",".280","0.536","0.035",".250","0","1","3","0","0",".245","27.5"
"Carter, Evan",694497,2024,21,144,162,14,6,2,5,43,15,26.5,9.3,".188",".361",".272","0.633","0.173",".227","0","2","2","0","1",".278","29.7"
"Semien, Marcus",543760,2024,33,650,718,102,27,2,23,105,64,14.6,8.9,".237",".391",".308","0.699","0.154",".250","3","8","3","2","1",".306","28.5"
"Yastrzemski, Mike",573262,2024,33,428,474,56,16,9,18,124,38,26.2,8,".231",".437",".302","0.739","0.206",".282","2","3","6","1","1",".319","27.2"
"Laureano, Ramón",657656,2024,29,286,309,46,16,1,11,96,15,31.1,4.9,".259",".437",".311","0.748","0.178",".350","3","8","7","0","1",".324","27.8"
"León, Pedro",694175,2024,26,20,21,2,0,0,0,10,1,47.6,4.8,".100",".100",".143","0.243","0.000",".200","0","2","0","0","0",".117","26.0"
"Kim, Ha-Seong",673490,2024,28,403,470,64,16,3,11,77,58,16.4,12.3,".233",".370",".330","0.700","0.137",".261","5","22","2","4","3",".308","28.3"
"Johnson, Bryce",669369,2024,28,63,73,11,2,0,0,12,7,16.4,9.6,".206",".238",".286","0.524","0.032",".255","1","1","0","0","0",".243","28.1"
"Torres, Gleyber",650402,2024,27,587,665,110,26,0,15,136,65,20.5,9.8,".257",".378",".330","0.708","0.121",".306","3","4","3","0","8",".313","26.6"
"Pache, Cristian",665506,2024,25,165,183,23,8,1,1,64,17,35,9.3,".200",".279",".273","0.552","0.079",".317","0","1","0","0","1",".250","28.5"
"Feduccia, Hunter",676439,2024,27,12,14,4,0,0,0,2,2,14.3,14.3,".333",".333",".429","0.762","0.000",".400","0","0","0","0","0",".350","27.6"
"Gamel, Ben",592325,2024,32,81,99,15,4,0,1,24,18,24.2,18.2,".247",".333",".384","0.717","0.086",".339","0","1","0","1","0",".327","26.9"
"Suárez, Eugenio",553993,2024,32,571,640,86,28,2,30,176,49,27.5,7.7,".256",".469",".319","0.788","0.213",".309","1","2","9","0","11",".337","26.5"
"Hedges, Austin",595978,2024,31,132,146,15,3,0,2,50,6,34.2,4.1,".152",".220",".203","0.423","0.068",".220","0","2","3","0","2",".191","25.3"
"Serven, Brian",661531,2024,29,63,71,6,4,0,0,22,5,31,7,".159",".222",".243","0.465","0.063",".244","0","0","2","0","0",".217","26.1"
"Salazar, César",663967,2024,28,25,32,6,2,0,0,6,2,18.8,6.3,".320",".400",".387","0.787","0.080",".381","0","0","2","0","2",".343","25.5"
"Brooks, Trenton",670092,2024,28,25,29,3,0,0,0,6,4,20.7,13.8,".120",".120",".241","0.361","0.000",".158","0","1","0","0","0",".186","24.8"
"Kirilloff, Alex",666135,2024,26,159,178,16,8,3,5,47,15,26.4,8.4,".201",".384",".270","0.654","0.183",".245","0","0","1","0","3",".282","26.8"
"Pauley, Graham",688363,2024,23,32,32,2,0,0,2,15,0,46.9,0,".125",".313",".125","0.438","0.188",".133","0","0","0","0","0",".183","26.4"
"Casas, Triston",671213,2024,24,212,243,30,8,0,13,77,30,31.7,12.3,".241",".462",".337","0.799","0.221",".311","1","0","1","4","0",".342","24.1"
"Kelly, Carson",608348,2024,29,281,313,48,9,1,9,55,25,17.6,8,".238",".374",".313","0.687","0.136",".266","0","0","6","0","1",".304","25.6"
"Locklear, Tyler",682988,2024,23,45,49,4,1,0,2,20,3,40.8,6.1,".156",".311",".224","0.535","0.155",".217","0","1","1","0","0",".238","26.5"
"Vargas, Ildemaro",545121,2024,32,272,303,50,16,0,1,31,19,10.2,6.3,".246",".316",".295","0.611","0.070",".269","4","9","2","0","5",".271","26.7"
"Martinez, J.D.",502110,2024,36,434,495,61,24,1,16,141,49,28.5,9.9,".235",".406",".320","0.726","0.171",".308","0","0","6","0","2",".318","25.8"
"Hiura, Keston",669374,2024,27,27,27,4,0,0,0,10,0,37,0,".148",".148",".148","0.296","0.000",".235","1","0","0","0","0",".131","26.7"
"Adams, Riley",656180,2024,28,116,130,18,5,1,2,35,10,26.9,7.7,".224",".336",".292","0.628","0.112",".296","0","1","2","1","2",".275","26.5"
"Barnes, Austin",605131,2024,34,140,156,33,3,0,1,36,14,23.1,9,".264",".307",".331","0.638","0.043",".350","0","3","0","0","0",".289","25.8"
"Castro, Willi",650489,2024,27,558,635,90,31,5,12,150,51,23.6,8,".247",".385",".331","0.716","0.138",".315","9","14","21","0","4",".317","27.9"
"Brown, Seth",664913,2024,31,372,400,60,11,1,14,112,25,28,6.3,".231",".379",".282","0.661","0.148",".291","2","4","2","0","1",".289","27.4"
"Beck, Jordan",687597,2024,23,170,184,23,6,0,3,65,12,35.3,6.5,".188",".276",".245","0.521","0.088",".282","1","7","1","1","1",".231","28.6"
"Wood, James",695578,2024,21,295,336,52,13,4,9,97,39,28.9,11.6,".264",".427",".354","0.781","0.163",".365","8","14","2","1","0",".342","28.7"
"Arenado, Nolan",571448,2024,33,578,635,118,23,0,16,92,44,14.5,6.9,".272",".394",".325","0.719","0.122",".296","2","2","5","2","7",".314","25.3"
"Wilson, Weston",642215,2024,29,88,98,14,7,1,3,29,8,29.6,8.2,".284",".489",".347","0.836","0.205",".386","0","3","1","0","1",".358","28.1"
"Guerrero Jr., Vladimir",665489,2024,25,616,697,124,44,1,30,96,72,13.8,10.3,".323",".544",".396","0.940","0.221",".342","2","2","5","12","4",".398","27.2"
"Abreu, José",547989,2024,37,113,120,10,2,0,2,28,4,23.3,3.3,".124",".195",".167","0.362","0.071",".143","0","0","2","0","1",".164","25.3"
"Kemp, Tony",643393,2024,32,9,10,0,0,0,0,1,1,10,10,".000",".000",".100","0.100","0.000",".000","0","0","0","0","0",".069",
"Sánchez, Ali",645305,2024,27,84,96,12,2,0,0,24,4,25,4.2,".167",".190",".211","0.401","0.023",".230","1","2","1","0","1",".184","25.0"
"Hurtubise, Jacob",674441,2024,26,54,68,8,1,1,0,18,6,26.5,8.8,".185",".241",".297","0.538","0.056",".270","0","2","3","0","1",".253","26.9"
"Rooker Jr., Brent",667670,2024,29,546,614,93,26,2,39,177,59,28.8,9.6,".293",".562",".365","0.927","0.269",".362","3","11","5","4","4",".392","27.6"
"Drury, Brandon",592273,2024,31,325,360,44,7,0,4,81,27,22.5,7.5,".169",".228",".242","0.470","0.059",".210","0","1","5","0","3",".217","26.0"
"Peterson, Jace",607054,2024,34,22,26,1,0,0,0,6,3,23.1,11.5,".045",".045",".154","0.199","0.000",".059","0","0","0","0","1",".113","27.5"
"Witt Jr., Bobby",677951,2024,24,636,709,123,45,11,32,106,57,15,8,".332",".588",".389","0.977","0.256",".354","12","31","8","9","8",".410","30.5"
"Perdomo, Geraldo",672695,2024,24,337,388,66,21,2,3,58,36,14.9,9.3,".273",".374",".344","0.718","0.101",".317","1","9","3","0","5",".317","27.0"
"Duran, Ezequiel",677649,2024,25,268,285,52,11,0,3,63,14,22.1,4.9,".246",".321",".288","0.609","0.075",".310","2","1","2","0","1",".270","28.8"
"Thompson, Bubba",669352,2024,26,18,18,1,1,0,0,11,0,61.1,0,".111",".167",".111","0.278","0.056",".286","0","5","0","0","0",".119","29.5"
"Gasper, Mickey",681508,2024,28,18,23,0,0,0,0,8,4,34.8,17.4,".000",".000",".217","0.217","0.000",".000","0","0","1","0","0",".151","27.0"
"Reynolds, Bryan",668804,2024,29,622,692,115,29,3,24,156,57,22.5,8.2,".275",".447",".344","0.791","0.172",".330","2","10","10","3","3",".343","28.0"
"Robinson, Chuckie",642020,2024,29,70,76,9,0,0,0,20,5,26.3,6.6,".129",".129",".197","0.326","0.000",".180","0","0","1","0","0",".159","25.5"
"Tovar, Ezequiel",678662,2024,22,655,695,101,45,4,26,200,23,28.8,3.3,".269",".469",".295","0.764","0.200",".344","5","6","4","1","7",".324","28.1"
"Jones, Jahmai",663330,2024,26,42,47,7,1,1,1,16,2,34,4.3,".238",".381",".304","0.685","0.143",".360","1","1","2","0","0",".302","27.6"
"Hoerner, Nico",663538,2024,27,582,641,116,35,1,7,66,44,10.3,6.9,".273",".373",".335","0.708","0.100",".297","6","31","12","1","3",".313","28.4"
"Schneemann, Daniel",682177,2024,27,193,221,25,10,2,5,70,25,31.7,11.3,".218",".368",".303","0.671","0.150",".306","2","3","0","0","3",".295","28.3"
"DeLuca, Jonny",676356,2024,25,332,362,50,12,4,6,77,24,21.3,6.6,".217",".331",".278","0.609","0.114",".265","6","16","4","1","0",".269","29.8"
"Trevino, Jose",624431,2024,31,209,234,32,5,0,8,41,20,17.5,8.5,".215",".354",".288","0.642","0.139",".228","0","1","2","0","2",".284","24.5"
"Lowe, Josh",666139,2024,26,353,387,54,19,2,10,123,32,31.8,8.3,".241",".391",".302","0.693","0.150",".338","1","25","0","4","2",".299","28.4"
"Del Castillo, Adrian",680728,2024,24,80,87,16,5,0,4,28,7,32.2,8,".313",".525",".368","0.893","0.212",".438","1","1","0","0","0",".384","25.5"
"Turang, Brice",668930,2024,24,559,619,107,24,4,7,105,50,17,8.1,".254",".349",".316","0.665","0.095",".300","6","50","2","1","3",".294","29.3"
"Wisely, Brett",689172,2024,25,252,272,42,13,1,4,65,13,23.9,4.8,".238",".345",".278","0.623","0.107",".301","3","2","2","0","3",".272","27.8"
"Jeffers, Ryan",680777,2024,27,412,465,50,22,0,21,94,32,20.2,6.9,".226",".432",".300","0.732","0.206",".238","0","3","14","0","6",".317","26.3"
"McNeil, Jeff",643446,2024,32,424,472,63,26,0,12,68,35,14.4,7.4,".238",".384",".308","0.692","0.146",".256","1","5","9","1","3",".304","26.3"
"Andujar, Miguel",609280,2024,29,302,319,67,14,1,4,42,13,13.2,4.1,".285",".377",".320","0.697","0.092",".319","2","3","3","0","1",".306","26.6"
