"last_name, first_name","player_id","year","player_age","ab","pa","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","r_total_caught_stealing","r_total_stolen_base","b_hit_by_pitch","b_intent_walk","b_sac_fly","woba","sprint_speed"
"Tejeda, Anderson",660731,2020,22,75,77,11,4,1,3,30,2,39,2.6,".253",".453",".273","0.726","0.200",".381","1","4","0","0","0",".306","27.1"
"Pillar, Kevin",607680,2020,31,208,223,39,12,3,6,41,13,18.4,5.8,".288",".462",".336","0.798","0.174",".335","2","5","2","1","0",".341","27.8"
"Rendon, Anthony",543685,2020,30,189,232,33,11,1,9,31,38,13.4,16.4,".286",".497",".418","0.915","0.211",".302","0","0","5","2","0",".395","26.4"
"Wolters, Tony",547172,2020,28,100,109,19,4,0,0,30,6,27.5,5.5,".230",".270",".280","0.550","0.040",".329","0","0","1","0","0",".249","26.0"
"Newman, Kevin",621028,2020,26,156,172,29,5,0,1,21,12,12.2,7,".224",".276",".281","0.557","0.052",".250","1","0","1","0","2",".251","27.5"
"Forsythe, Logan",523253,2020,33,34,38,2,1,0,1,12,4,31.6,10.5,".118",".235",".211","0.446","0.117",".143","0","0","0","0","0",".205","27.3"
"Andujar, Miguel",609280,2020,25,62,65,11,2,1,1,9,3,13.8,4.6,".242",".355",".277","0.632","0.113",".269","0","0","0","0","0",".274","26.5"
"Dickerson, Corey",572816,2020,31,194,210,37,5,1,7,35,15,16.7,7.1,".258",".402",".311","0.713","0.144",".283","1","1","0","1","0",".308","27.0"
"Gardner, Brett",458731,2020,36,130,158,18,5,1,5,35,26,22.2,16.5,".223",".392",".354","0.746","0.169",".264","3","3","1","0","1",".332","28.2"
"Castellanos, Nick",592206,2020,28,218,242,22,11,2,14,69,19,28.5,7.9,".225",".486",".298","0.784","0.261",".257","2","0","4","1","1",".329","27.7"
"Molina, Yadier",425877,2020,37,145,156,32,2,0,4,21,6,13.5,3.8,".262",".359",".303","0.662","0.097",".281","0","0","3","0","1",".290","23.1"
"Yelich, Christian",592885,2020,28,200,247,21,7,1,12,76,46,30.8,18.6,".205",".430",".356","0.786","0.225",".259","2","4","1","2","0",".343","28.2"
"Piscotty, Stephen",572039,2020,29,159,171,25,6,0,5,53,9,31,5.3,".226",".358",".271","0.629","0.132",".304","0","4","1","0","1",".273","26.5"
"Castro, Harold",605612,2020,26,49,54,13,4,0,0,11,5,20.4,9.3,".347",".429",".407","0.836","0.082",".447","0","0","0","0","0",".369","25.3"
"Garcia, Greg",594824,2020,30,60,71,9,3,0,0,18,7,25.4,9.9,".200",".250",".279","0.529","0.050",".279","0","1","0","0","1",".243","26.9"
"McCutchen, Andrew",457705,2020,33,217,241,36,9,0,10,48,22,19.9,9.1,".253",".433",".324","0.757","0.180",".281","0","4","1","0","1",".327","27.5"
"Davis, Khris",501981,2020,32,85,99,10,5,0,2,26,10,26.3,10.1,".200",".329",".303","0.632","0.129",".259","0","0","3","0","1",".284","25.5"
"Smith, Pavin",656976,2020,24,37,44,8,0,1,1,8,5,18.2,11.4,".270",".405",".341","0.746","0.135",".300","0","1","0","0","2",".320","26.8"
"Dubón, Mauricio",643289,2020,25,157,177,34,4,1,4,36,15,20.3,8.5,".274",".389",".337","0.726","0.115",".328","3","2","1","0","2",".318","27.9"
"Joyce, Matt",459964,2020,35,127,148,26,4,0,2,41,20,27.7,13.5,".252",".331",".351","0.682","0.079",".353","0","1","0","0","1",".310","25.6"
"Yastrzemski, Mike",573262,2020,29,192,225,29,14,4,10,55,30,24.4,13.3,".297",".568",".400","0.968","0.271",".370","1","2","3","2","0",".407","27.5"
"Cameron, Daz",663662,2020,23,57,59,8,2,1,0,19,2,32.2,3.4,".193",".263",".220","0.483","0.070",".289","0","1","0","0","0",".212","27.9"
"McMahon, Ryan",641857,2020,25,172,193,21,6,1,9,66,18,34.2,9.3,".215",".419",".295","0.714","0.204",".286","1","0","2","0","1",".308","26.0"
"Hernández, Enrique",571771,2020,28,139,148,18,8,1,5,31,6,20.9,4.1,".230",".410",".270","0.680","0.180",".260","1","0","2","0","1",".290","27.2"
"Dickerson, Alex",543105,2020,30,151,170,24,10,1,10,30,16,17.6,9.4,".298",".576",".371","0.947","0.278",".313","0","0","2","2","1",".394","26.9"
"Castro, Willi",650489,2020,23,129,140,33,4,2,6,38,7,27.1,5,".349",".550",".381","0.931","0.201",".448","1","0","1","0","2",".393","28.3"
"Devers, Rafael",646240,2020,23,232,248,33,16,1,11,67,13,27,5.2,".263",".483",".310","0.793","0.220",".325","0","0","3","0","0",".337","26.7"
"Jankowski, Travis",608671,2020,29,15,17,1,0,0,0,7,2,41.2,11.8,".067",".067",".176","0.243","0.000",".125","1","2","0","0","0",".134",
"Mateo, Jorge",622761,2020,25,26,28,1,3,0,0,11,1,39.3,3.6,".154",".269",".185","0.454","0.115",".267","0","0","0","0","0",".196","29.4"
"Taylor, Tyrone",621438,2020,26,38,41,3,4,0,2,8,2,19.5,4.9,".237",".500",".293","0.793","0.263",".250","0","0","1","0","0",".334","28.2"
"Carpenter, Matt",572761,2020,34,140,169,16,6,0,4,48,23,28.4,13.6,".186",".314",".325","0.639","0.128",".250","0","0","6","1","0",".293","25.7"
"Mercado, Óscar",640458,2020,25,86,93,9,1,0,1,27,5,29,5.4,".128",".174",".174","0.348","0.046",".169","0","3","0","0","1",".159","28.1"
"Higashioka, Kyle",543309,2020,30,48,48,7,1,0,4,11,0,22.9,0,".250",".521",".250","0.771","0.271",".242","0","0","0","0","0",".319","25.9"
"Mazara, Nomar",608577,2020,25,136,149,24,6,0,1,44,10,29.5,6.7,".228",".294",".295","0.589","0.066",".330","1","0","3","0","0",".267","25.8"
"Moncada, Yoán",660162,2020,25,200,231,28,8,3,6,72,28,31.2,12.1,".225",".385",".320","0.705","0.160",".315","0","0","1","0","2",".309","27.5"
"Stewart, Christin",621514,2020,26,90,99,9,3,0,3,30,5,30.3,5.1,".167",".300",".224","0.524","0.133",".207","0","0","2","0","1",".230","26.3"
"Jeffers, Ryan",680777,2020,23,55,62,12,0,0,3,19,5,30.6,8.1,".273",".436",".355","0.791","0.163",".364","0","0","2","0","0",".346","25.6"
"Freeman, Freddie",518692,2020,30,214,262,36,23,1,13,37,45,14.1,17.2,".341",".640",".462","1.102","0.299",".366","0","2","3","7","0",".456","26.3"
"Almonte, Abraham",501659,2020,31,11,13,1,0,0,0,4,2,30.8,15.4,".091",".091",".231","0.322","0.000",".143","1","1","0","0","0",".175",
"Allen, Austin",664119,2020,26,31,32,4,1,0,1,14,1,43.8,3.1,".194",".323",".219","0.542","0.129",".313","0","0","0","0","0",".233",
"Knizner, Andrew",668800,2020,25,16,17,3,1,0,0,5,0,29.4,0,".250",".313",".235","0.548","0.063",".333","0","0","0","0","1",".229","25.4"
"Ramírez, Harold",623912,2020,25,10,11,2,0,0,0,2,1,18.2,9.1,".200",".200",".273","0.473","0.000",".250","1","0","0","0","0",".224",
"Lindor, Francisco",596019,2020,26,236,266,40,13,0,8,41,24,15.4,9,".258",".415",".335","0.750","0.157",".280","2","6","4","2","2",".324","27.4"
"Bellinger, Cody",641355,2020,24,213,243,29,10,0,12,42,30,17.3,12.3,".239",".455",".333","0.788","0.216",".245","1","6","0","2","0",".337","28.6"
"Andrus, Elvis",462101,2020,31,103,111,12,5,0,3,15,8,13.5,7.2,".194",".330",".252","0.582","0.136",".200","1","3","0","0","0",".255","26.4"
"Huff, Sam",669087,2020,22,31,33,5,3,0,3,11,2,33.3,6.1,".355",".742",".394","1.136","0.387",".471","0","0","0","0","0",".469","27.0"
"Dalbec, Bobby",666915,2020,25,80,92,10,3,0,8,39,10,42.4,10.9,".263",".600",".359","0.959","0.337",".394","0","0","2","0","0",".400","26.7"
"Stevenson, Andrew",664057,2020,26,41,47,5,7,1,2,11,5,23.4,10.6,".366",".732",".447","1.179","0.366",".464","0","2","1","0","0",".485","28.1"
"Piña, Manny",444489,2020,33,39,45,6,1,0,2,11,3,24.4,6.7,".231",".410",".333","0.743","0.179",".269","0","0","3","0","0",".328",
"Báez, Javier",595879,2020,27,222,235,27,9,1,8,75,7,31.9,3,".203",".360",".238","0.598","0.157",".262","0","3","4","0","2",".256","27.9"
"Akiyama, Shogo",673451,2020,32,155,183,31,6,1,0,34,25,18.6,13.7,".245",".297",".357","0.654","0.052",".314","3","7","2","0","0",".304","27.7"
"Muñoz, Yairo",622168,2020,25,45,45,9,5,0,1,11,0,24.4,0,".333",".511",".333","0.844","0.178",".424","0","2","0","0","0",".358","28.4"
"Walsh, Jared",665120,2020,26,99,108,14,4,2,9,15,5,13.9,4.6,".293",".646",".324","0.970","0.353",".256","0","0","1","0","3",".393","26.5"
"Hampson, Garrett",641658,2020,25,167,184,27,4,3,5,60,13,32.6,7.1,".234",".383",".287","0.670","0.149",".330","1","6","0","0","1",".290","29.6"
"Jiménez, Eloy",650391,2020,23,213,226,35,14,0,14,56,12,24.8,5.3,".296",".559",".332","0.891","0.263",".340","0","0","0","0","1",".373","27.2"
"Seager, Corey",608369,2020,26,212,232,37,12,1,15,37,17,15.9,7.3,".307",".585",".358","0.943","0.278",".309","0","1","1","0","2",".394","27.1"
"Hoerner, Nico",663538,2020,23,108,126,20,4,0,0,24,12,19,9.5,".222",".259",".312","0.571","0.037",".279","2","3","3","0","2",".265","28.7"
"Frazier, Clint",640449,2020,25,131,160,20,6,1,8,44,25,27.5,15.6,".267",".511",".394","0.905","0.244",".338","0","3","3","0","1",".388","27.5"
"Bichette, Bo",666182,2020,22,123,128,22,9,1,5,27,5,21.1,3.9,".301",".512",".328","0.840","0.211",".352","1","4","0","1","0",".353","27.7"
"Souza Jr., Steven",519306,2020,31,27,31,1,2,0,1,15,4,48.4,12.9,".148",".333",".258","0.591","0.185",".273","0","1","0","0","0",".262","27.0"
"Paredes, Isaac",670623,2020,21,100,108,17,4,0,1,24,8,22.2,7.4,".220",".290",".278","0.568","0.070",".280","0","0","0","0","0",".255","25.5"
"Urías, Ramón",602104,2020,26,25,27,6,2,0,1,6,2,22.2,7.4,".360",".560",".407","0.967","0.200",".444","0","0","0","0","0",".413","27.2"
"Perez, Salvador",521692,2020,30,150,156,27,12,0,11,36,3,23.1,1.9,".333",".633",".353","0.986","0.300",".375","0","1","2","0","1",".410","25.1"
"Springer III, George",543807,2020,30,189,222,28,6,2,14,38,24,17.1,10.8,".265",".540",".359","0.899","0.275",".259","2","1","5","0","2",".379","28.1"
"Beaty, Matt",607461,2020,27,50,54,8,1,0,2,14,2,25.9,3.7,".220",".360",".278","0.638","0.140",".265","0","0","2","0","0",".280","26.9"
"Martínez, José A.",500874,2020,31,88,98,10,4,0,2,27,10,27.6,10.2,".182",".295",".265","0.560","0.113",".237","0","0","0","1","0",".248","26.6"
"Walker, Neil",435522,2020,34,39,41,6,3,0,0,13,1,31.7,2.4,".231",".308",".244","0.552","0.077",".333","0","0","0","0","1",".237","24.9"
"Sierra, Magneuris",642423,2020,24,44,53,7,3,1,0,9,5,17,9.4,".250",".364",".333","0.697","0.114",".306","1","4","1","0","1",".307","28.8"
"Cordero, Franchy",614173,2020,25,38,42,3,3,0,2,4,4,9.5,9.5,".211",".447",".286","0.733","0.236",".188","0","1","0","0","0",".312","27.4"
"White, Eli",642201,2020,26,48,52,7,2,0,0,16,3,30.8,5.8,".188",".229",".231","0.460","0.041",".273","1","1","0","0","1",".207","29.4"
"Kipnis, Jason",543401,2020,33,114,135,15,8,1,3,41,18,30.4,13.3,".237",".404",".341","0.745","0.167",".333","0","1","1","0","2",".326","27.5"
"Avila, Alex",488671,2020,33,49,62,6,2,0,1,22,11,35.5,17.7,".184",".286",".355","0.641","0.102",".308","0","0","2","0","0",".305","24.0"
"Stubbs, Garrett",596117,2020,27,8,10,1,0,0,0,0,0,0,0,".125",".125",".111","0.236","0.000",".111","1","0","0","0","1",".098",
"McBroom, Ryan",643436,2020,28,81,85,11,3,0,6,30,4,35.3,4.7,".247",".506",".282","0.788","0.259",".311","0","0","0","0","0",".330","26.4"
"Acuña Jr., Ronald",660670,2020,22,160,202,15,11,0,14,60,38,29.7,18.8,".250",".581",".406","0.987","0.331",".302","1","8","4","2","0",".413","29.1"
"Astudillo, Willians",553902,2020,28,16,16,2,1,0,1,2,0,12.5,0,".250",".500",".250","0.750","0.250",".231","0","0","0","0","0",".311","23.3"
"Payton, Mark",592622,2020,28,18,20,2,1,0,0,5,2,25,10,".167",".222",".250","0.472","0.055",".231","0","1","0","0","0",".220",
"Rizzo, Anthony",519203,2020,30,203,243,28,6,0,11,38,28,15.6,11.5,".222",".414",".342","0.756","0.192",".218","1","3","10","4","2",".326","25.0"
"Sandoval, Pablo",467055,2020,33,84,94,16,1,0,1,19,8,20.2,8.5,".214",".262",".287","0.549","0.048",".262","0","0","1","0","1",".252","24.0"
"Núñez, Renato",600524,2020,26,195,216,28,10,0,12,64,17,29.6,7.9,".256",".492",".324","0.816","0.236",".317","0","0","3","0","1",".347","26.6"
"Peralta, David",444482,2020,32,203,218,45,10,1,5,45,13,20.6,6,".300",".433",".339","0.772","0.133",".361","0","1","0","0","2",".333","27.1"
"Schwarber, Kyle",656941,2020,27,191,224,19,6,0,11,66,30,29.5,13.4,".188",".393",".308","0.701","0.205",".219","0","1","3","1","0",".307","26.9"
"Martin, Jason",641829,2020,24,9,11,0,0,0,0,4,2,36.4,18.2,".000",".000",".182","0.182","0.000",".000","0","0","0","0","0",".127","26.3"
"Demeritte, Travis",641513,2020,25,29,33,4,1,0,0,14,3,42.4,9.1,".172",".207",".273","0.480","0.035",".333","0","0","1","0","0",".230","26.7"
"Dixon, Brandon",641525,2020,28,13,14,0,1,0,0,4,1,28.6,7.1,".077",".154",".143","0.297","0.077",".111","0","0","0","0","0",".138","28.0"
"Bregman, Alex",608324,2020,26,153,180,18,12,1,6,26,24,14.4,13.3,".242",".451",".350","0.801","0.209",".254","0","0","2","1","1",".345","27.0"
"Tucker, Cole",657061,2020,23,109,116,20,3,0,1,31,5,26.7,4.3,".220",".275",".252","0.527","0.055",".295","0","1","0","0","1",".233","28.3"
"Garneau, Dustin",572863,2020,32,38,46,4,0,1,1,15,6,32.6,13,".158",".289",".273","0.562","0.131",".227","0","0","0","0","0",".256","25.6"
"Blackmon, Charlie",453568,2020,33,221,247,48,12,1,6,44,19,17.8,7.7,".303",".448",".356","0.804","0.145",".347","1","2","2","4","5",".340","26.9"
"Fisher, Derek",605233,2020,26,31,39,3,2,1,1,11,7,28.2,17.9,".226",".452",".359","0.811","0.226",".300","1","0","0","0","1",".348","27.9"
"Robles, Victor",645302,2020,23,168,189,28,5,1,3,53,9,28,4.8,".220",".315",".293","0.608","0.095",".298","1","4","9","0","2",".273","28.0"
"Cave, Jake",595909,2020,27,113,123,16,3,2,4,44,5,35.8,4.1,".221",".389",".285","0.674","0.168",".323","2","0","5","0","0",".293","27.9"
"Trevino, Jose",624431,2020,27,76,83,9,8,0,2,15,3,18.1,3.6,".250",".434",".280","0.714","0.184",".279","0","0","1","0","2",".300","24.0"
"Hays, Austin",669720,2020,24,122,134,28,2,0,4,25,8,18.7,6,".279",".393",".328","0.721","0.114",".316","3","2","2","0","2",".315","27.8"
"Canha, Mark",592192,2020,31,191,243,28,12,2,5,54,37,22.2,15.2,".246",".408",".387","0.795","0.162",".307","0","4","10","1","5",".351","27.5"
"Ahmed, Nick",605113,2020,30,199,217,37,10,1,5,46,18,21.2,8.3,".266",".402",".327","0.729","0.136",".324","0","4","0","0","0",".318","28.1"
"Vogt, Stephen",519390,2020,35,72,81,6,5,0,1,18,8,22.2,9.9,".167",".278",".247","0.525","0.111",".204","0","0","0","0","1",".235","26.2"
"Gosselin, Phil",594838,2020,31,92,102,15,5,0,3,27,10,26.5,9.8,".250",".402",".324","0.726","0.152",".323","0","0","0","1","0",".313","28.5"
"DeJong, Paul",657557,2020,26,152,174,29,6,0,3,50,17,28.7,9.8,".250",".349",".322","0.671","0.099",".340","0","1","1","0","4",".296","26.6"
"León, Sandy",506702,2020,31,66,81,6,1,0,2,21,14,25.9,17.3,".136",".242",".296","0.538","0.106",".163","0","0","1","0","0",".259","23.7"
"Donaldson, Josh",518626,2020,34,81,102,10,2,0,6,24,18,23.5,17.6,".222",".469",".373","0.842","0.247",".231","0","0","2","1","1",".362","24.9"
"Goins, Ryan",572365,2020,32,9,10,0,0,0,0,1,1,10,10,".000",".000",".100","0.100","0.000",".000","0","0","0","0","0",".070",
"Johnson, Daniel",669288,2020,24,12,13,1,0,0,0,5,1,38.5,7.7,".083",".083",".154","0.237","0.000",".143","0","0","0","1","0",".074",
"Cron, Kevin",605196,2020,27,17,20,0,0,0,0,7,1,35,5,".000",".000",".150","0.150","0.000",".000","0","0","2","0","0",".108",
"Inciarte, Ender",542255,2020,29,116,131,18,2,1,1,25,12,19.1,9.2,".190",".250",".262","0.512","0.060",".228","1","4","0","0","2",".233","26.4"
"Trout, Mike",545361,2020,28,199,241,28,9,2,17,56,35,23.2,14.5,".281",".603",".390","0.993","0.322",".300","1","1","3","4","4",".407","28.8"
"Bote, David",623520,2020,27,125,145,14,3,1,7,40,17,27.6,11.7,".200",".408",".303","0.711","0.208",".228","0","2","2","0","1",".309","27.6"
"Collins, Zack",641470,2020,25,16,18,0,1,0,0,5,2,27.8,11.1,".063",".125",".167","0.292","0.062",".091","0","0","0","0","0",".146","25.3"
"Tellez, Rowdy",642133,2020,25,113,127,19,5,0,8,20,11,15.7,8.7,".283",".540",".346","0.886","0.257",".276","1","0","1","1","2",".369","25.3"
"Stassi, Max",545358,2020,29,90,105,16,2,0,7,21,11,20,10.5,".278",".533",".352","0.885","0.255",".277","0","0","1","0","3",".370","26.5"
"Gregorius, Didi",544369,2020,30,215,237,39,10,2,10,28,15,11.8,6.3,".284",".488",".339","0.827","0.204",".285","2","3","4","3","2",".348","27.2"
"Bruce, Jay",457803,2020,33,96,103,7,4,2,6,24,7,23.3,6.8,".198",".469",".252","0.721","0.271",".197","0","0","0","1","0",".297","24.9"
"Jones, Taylor",622100,2020,26,21,22,2,1,0,1,7,1,31.8,4.5,".190",".381",".227","0.608","0.191",".231","0","0","0","0","0",".258","25.9"
"Romine, Austin",519222,2020,31,130,135,24,5,0,2,47,4,34.8,3,".238",".323",".259","0.582","0.085",".354","0","0","0","0","1",".253","25.1"
"Reyes, Victor",622682,2020,25,202,213,43,7,2,4,45,9,21.1,4.2,".277",".391",".315","0.706","0.114",".340","2","8","2","0","0",".307","27.9"
"Rengifo, Luis",650859,2020,23,90,106,12,1,0,1,26,14,24.5,13.2,".156",".200",".269","0.469","0.044",".206","1","3","0","0","0",".227","27.6"
"Markakis, Nick",455976,2020,36,130,141,17,15,0,1,23,10,16.3,7.1,".254",".392",".312","0.704","0.138",".302","1","0","1","0","0",".307","26.4"
"Crawford, Brandon",543063,2020,33,172,193,24,12,0,8,47,15,24.4,7.8,".256",".465",".326","0.791","0.209",".303","2","1","4","2","2",".334","25.7"
"Story, Trevor",596115,2020,27,235,259,40,13,4,11,63,24,24.3,9.3,".289",".519",".355","0.874","0.230",".354","3","15","0","1","0",".370","28.9"
"Sisco, Chance",642082,2020,25,98,121,13,4,0,4,41,17,33.9,14,".214",".378",".364","0.742","0.164",".321","0","0","6","0","0",".335","24.2"
"Peraza, José",606299,2020,26,111,120,15,8,1,1,18,5,15,4.2,".225",".342",".275","0.617","0.117",".258","1","1","3","0","1",".270","28.2"
"Refsnyder, Rob",608701,2020,29,30,34,5,1,0,0,11,2,32.4,5.9,".200",".233",".265","0.498","0.033",".300","0","0","1","0","1",".229","27.0"
"Ramos, Wilson",467092,2020,32,142,155,23,6,0,5,31,10,20,6.5,".239",".387",".297","0.684","0.148",".271","0","0","2","0","1",".297","23.3"
"Phegley, Josh",572033,2020,32,16,18,0,0,0,1,3,1,16.7,5.6,".063",".250",".167","0.417","0.187",".000","0","0","1","0","0",".189","26.3"
"Cronenworth, Jake",630105,2020,26,172,192,27,15,3,4,30,18,15.6,9.4,".285",".477",".354","0.831","0.192",".324","1","3","1","0","1",".356","28.7"
"Davis, Jonathan",641505,2020,28,27,34,4,2,0,1,11,3,32.4,8.8,".259",".444",".364","0.808","0.185",".375","0","1","2","0","1",".350","28.0"
"La Stella, Tommy",600303,2020,31,196,228,34,14,2,5,12,27,5.3,11.8,".281",".449",".370","0.819","0.168",".276","0","1","2","0","2",".355","25.5"
"Tapia, Raimel",606132,2020,26,184,206,48,8,2,1,38,14,18.4,6.8,".321",".402",".369","0.771","0.081",".392","2","8","2","0","3",".338","28.1"
"Polanco, Gregory",570256,2020,28,157,174,11,6,0,7,65,13,37.4,7.5,".153",".325",".214","0.539","0.172",".193","1","3","0","0","3",".232","27.5"
"Dozier, Brian",572821,2020,33,15,16,2,0,0,0,5,1,31.3,6.3,".133",".133",".188","0.321","0.000",".200","0","0","0","0","0",".154",
"Arcia, Orlando",606115,2020,25,173,189,29,10,1,5,32,14,16.9,7.4,".260",".416",".317","0.733","0.156",".292","0","2","1","0","1",".317","26.1"
"Torres, Gleyber",650402,2020,23,136,160,22,8,0,3,28,22,17.5,13.8,".243",".368",".356","0.724","0.125",".286","0","1","2","0","0",".326","26.3"
"Seager, Kyle",572122,2020,32,203,248,28,12,0,9,33,32,13.3,12.9,".241",".433",".355","0.788","0.192",".240","0","5","7","3","6",".338","25.7"
"Nido, Tomás",621512,2020,26,24,26,4,1,0,2,6,2,23.1,7.7,".292",".583",".346","0.929","0.291",".313","0","0","0","0","0",".389","24.8"
"Nola, Austin",543592,2020,30,161,184,27,9,1,7,34,18,18.5,9.8,".273",".472",".353","0.825","0.199",".303","0","0","3","1","2",".352","26.4"
"Suzuki, Kurt",435559,2020,36,111,129,20,8,0,2,19,11,14.7,8.5,".270",".396",".349","0.745","0.126",".301","0","1","4","0","3",".326","24.3"
"Hernández, César",514917,2020,30,233,261,43,20,0,3,57,24,21.8,9.2,".283",".408",".355","0.763","0.125",".364","0","0","2","0","0",".335","28.4"
"Marisnick, Jake",545350,2020,29,33,34,6,3,0,2,10,1,29.4,2.9,".333",".606",".353","0.959","0.273",".429","0","0","0","0","0",".402","28.2"
"Almora Jr., Albert",546991,2020,26,30,34,4,1,0,0,9,3,26.5,8.8,".167",".200",".265","0.465","0.033",".238","0","0","1","0","0",".223","26.8"
"Freeman, Mike",502273,2020,32,38,43,6,3,0,0,11,3,25.6,7,".237",".316",".302","0.618","0.079",".321","0","0","1","0","1",".275","28.2"
"Murphy, Daniel",502517,2020,35,123,132,23,3,0,3,21,7,15.9,5.3,".236",".333",".275","0.608","0.097",".260","0","0","0","2","1",".259","26.5"
"Sánchez, Yolmer",570560,2020,28,16,21,1,3,0,1,5,5,23.8,23.8,".313",".688",".476","1.164","0.375",".400","0","0","0","0","0",".480","26.6"
