Name,StatCast_ID,FanGraphs_ID
David Dahl,621311,13744
David Dahl,621311,13744
David Dahl,621311,13744
David DeJesus,430203,1825
David Fletcher,664058,17992
David Fletcher,664058,17992
David Fletcher,664058,17992
David Fletcher,664058,17992
David Fletcher,664058,17992
David Fletcher,664058,17992
David Freese,501896,9549
David Freese,501896,9549
David Freese,501896,9549
David Freese,501896,9549
David Freese,501896,9549
David Freitas,571679,10619
David Freitas,571679,10619
David Freitas,571679,10619
David Fry,681807,24934
David Fry,681807,24934
David Fry,681807,24934
David Hale,571735,9756
David Hamilton,666152,27531
David Hamilton,666152,27531
David Hamilton,666152,27531
David Hensley,682073,25111
David Hensley,682073,25111
David Hensley,682073,25111
David Holmberg,571787,7725
David Lough,518953,7215
David Lough,518953,7215
David MacKinnon,676950,19625
David Murphy,461815,6035
David Ortiz,120074,745
David Ortiz,120074,745
David Peralta,444482,2136
David Peralta,444482,2136
David Peralta,444482,2136
David Peralta,444482,2136
David Peralta,444482,2136
David Peralta,444482,2136
David Peralta,444482,2136
David Peralta,444482,2136
David Peralta,444482,2136
David Peralta,444482,2136
David Peterson,656849,20302
David Phelps,475479,6316
David Phelps,475479,6316
David Price,456034,3184
David Price,456034,3184
David Ross,424325,1551
David Ross,424325,1551
David Villar,681584,24782
David Villar,681584,24782
David Villar,681584,24782
David Villar,681584,24782
David Wright,431151,3787
David Wright,431151,3787
Davis Schneider,676914,23565
Davis Schneider,676914,23565
Davis Schneider,676914,23565
Dawel Lugo,608475,14713
Dawel Lugo,608475,14713
Dawel Lugo,608475,14713
Daz Cameron,663662,18353
Daz Cameron,663662,18353
Daz Cameron,663662,18353
Daz Cameron,663662,18353
Daz Cameron,663662,18353
Dee Strange-Gordon,543829,8203
Dee Strange-Gordon,543829,8203
Dee Strange-Gordon,543829,8203
Dee Strange-Gordon,543829,8203
Dee Strange-Gordon,543829,8203
Dee Strange-Gordon,543829,8203
Dee Strange-Gordon,543829,8203
Delino DeShields,592261,11379
Delino DeShields,592261,11379
Delino DeShields,592261,11379
Delino DeShields,592261,11379
Delino DeShields,592261,11379
Delino DeShields,592261,11379
Delino DeShields,592261,11379
Delmon Young,430321,2140
Denard Span,452655,8347
Denard Span,452655,8347
Denard Span,452655,8347
Denard Span,452655,8347
Dereck Rodríguez,605446,14509
Dereck Rodríguez,605446,14509
Derek Dietrich,518618,10542
Derek Dietrich,518618,10542
Derek Dietrich,518618,10542
Derek Dietrich,518618,10542
Derek Dietrich,518618,10542
Derek Dietrich,518618,10542
Derek Fisher,605233,16192
Derek Fisher,605233,16192
Derek Fisher,605233,16192
Derek Fisher,605233,16192
Derek Hill,656537,16947
Derek Hill,656537,16947
Derek Hill,656537,16947
Derek Hill,656537,16947
Derek Hill,656537,16947
Derek Hill,656537,16947
Derek Holland,502706,4141
Derek Holland,502706,4141
Derek Norris,519083,6867
Derek Norris,519083,6867
Derek Norris,519083,6867
Desmond Jennings,457775,1965
Desmond Jennings,457775,1965
Destin Hood,543329,9887
Deven Marrero,571918,13325
Deven Marrero,571918,13325
Deven Marrero,571918,13325
Deven Marrero,571918,13325
Deven Marrero,571918,13325
Devin Mesoraco,519023,5666
Devin Mesoraco,519023,5666
Devin Mesoraco,519023,5666
Devin Mesoraco,519023,5666
Devon Travis,581527,13862
Devon Travis,581527,13862
Devon Travis,581527,13862
Devon Travis,581527,13862
Dexter Fowler,451594,4062
Dexter Fowler,451594,4062
Dexter Fowler,451594,4062
Dexter Fowler,451594,4062
Dexter Fowler,451594,4062
Dexter Fowler,451594,4062
Dexter Fowler,451594,4062
Didi Gregorius,544369,6012
Didi Gregorius,544369,6012
Didi Gregorius,544369,6012
Didi Gregorius,544369,6012
Didi Gregorius,544369,6012
Didi Gregorius,544369,6012
Didi Gregorius,544369,6012
Didi Gregorius,544369,6012
Diego Castillo,660636,19906
Dillon Gee,518716,7396
Dillon Peters,596071,18790
Dillon Thomas,605504,12719
Dilson Herrera,599096,14335
Dilson Herrera,599096,14335
Dinelson Lamet,659275,17186
Dinelson Lamet,659275,17186
Dioner Navarro,425900,3179
Dioner Navarro,425900,3179
Dixon Machado,553988,11472
Dixon Machado,553988,11472
Dixon Machado,553988,11472
Dixon Machado,553988,11472
Dixon Machado,553988,11472
Dom Nuñez,624513,15055
Dom Nuñez,624513,15055
Dom Nuñez,624513,15055
Domingo Leyba,642736,16404
Domingo Leyba,642736,16404
Domingo Santana,570267,10348
Domingo Santana,570267,10348
Domingo Santana,570267,10348
Domingo Santana,570267,10348
Domingo Santana,570267,10348
Domingo Santana,570267,10348
Dominic Canzone,686527,26438
Dominic Canzone,686527,26438
Dominic Canzone,686527,26438
Dominic Fletcher,666150,26149
Dominic Fletcher,666150,26149
Dominic Fletcher,666150,26149
Dominic Smith,642086,15653
Dominic Smith,642086,15653
Dominic Smith,642086,15653
Dominic Smith,642086,15653
Dominic Smith,642086,15653
Dominic Smith,642086,15653
Dominic Smith,642086,15653
Dominic Smith,642086,15653
Dominic Smith,642086,15653
Domonic Brown,502126,3154
Don Kelly,430603,2216
Donovan Solano,456781,8623
Donovan Solano,456781,8623
Donovan Solano,456781,8623
Donovan Solano,456781,8623
Donovan Solano,456781,8623
Donovan Solano,456781,8623
Donovan Solano,456781,8623
Donovan Solano,456781,8623
Donovan Solano,456781,8623
Donovan Walton,622268,19314
Donovan Walton,622268,19314
Donovan Walton,622268,19314
Donovan Walton,622268,19314
Donovan Walton,622268,19314
Doug Fister,450729,9425
Drew Butera,460077,3411
Drew Butera,460077,3411
Drew Butera,460077,3411
Drew Butera,460077,3411
Drew Butera,460077,3411
Drew Butera,460077,3411
Drew Butera,460077,3411
Drew Ellis,656403,19873
Drew Ellis,656403,19873
Drew Ellis,656403,19873
Drew Millas,686452,25643
Drew Millas,686452,25643
Drew Millas,686452,25643
Drew Pomeranz,519141,11426
Drew Pomeranz,519141,11426
Drew Robinson,592685,11761
Drew Robinson,592685,11761
Drew Smyly,592767,11760
Drew Smyly,592767,11760
Drew Stubbs,453211,9328
Drew Stubbs,453211,9328
Drew Stubbs,453211,9328
Drew Waters,671221,20505
Drew Waters,671221,20505
Drew Waters,671221,20505
Drew Waters,671221,20505
Dustin Ackley,554429,10099
Dustin Ackley,554429,10099
Dustin Fowler,641583,17098
Dustin Fowler,641583,17098
Dustin Garneau,572863,9433
Dustin Garneau,572863,9433
Dustin Garneau,572863,9433
Dustin Garneau,572863,9433
Dustin Garneau,572863,9433
Dustin Garneau,572863,9433
Dustin Garneau,572863,9433
Dustin May,669160,19716
Dustin Pedroia,456030,8370
Dustin Pedroia,456030,8370
Dustin Pedroia,456030,8370
Dustin Pedroia,456030,8370
Dustin Pedroia,456030,8370
Dustin Peterson,640460,15189
Dusty Coleman,543038,8979
Dwight Smith Jr.,596105,13473
Dwight Smith Jr.,596105,13473
Dwight Smith Jr.,596105,13473
Dwight Smith Jr.,596105,13473
Dylan Carlson,666185,20126
Dylan Carlson,666185,20126
Dylan Carlson,666185,20126
Dylan Carlson,666185,20126
Dylan Carlson,666185,20126
Dylan Carlson,666185,20126
Dylan Cozens,622226,15115
Dylan Moore,664238,18042
Dylan Moore,664238,18042
Dylan Moore,664238,18042
Dylan Moore,664238,18042
Dylan Moore,664238,18042
Dylan Moore,664238,18042
Dylan Moore,664238,18042
Dérmis Garcia,660650,20926
Eddie Butler,572750,13453
Eddie Butler,572750,13453
Eddie Butler,572750,13453
Eddie Rosario,592696,12155
Eddie Rosario,592696,12155
Eddie Rosario,592696,12155
Eddie Rosario,592696,12155
Eddie Rosario,592696,12155
Eddie Rosario,592696,12155
Eddie Rosario,592696,12155
Eddie Rosario,592696,12155
Eddie Rosario,592696,12155
Eddie Rosario,592696,12155
Eddy Alvarez,657193,16959
Eddy Alvarez,657193,16959
Eddy Alvarez,657193,16959
Eddy Alvarez,657193,16959
Edinson Volquez,450172,3990
Edmundo Sosa,624641,17022
Edmundo Sosa,624641,17022
Edmundo Sosa,624641,17022
Edmundo Sosa,624641,17022
Edmundo Sosa,624641,17022
Edmundo Sosa,624641,17022
Edouard Julien,666397,27534
Edouard Julien,666397,27534
Edouard Julien,666397,27534
Eduardo Escobar,500871,6153
Eduardo Escobar,500871,6153
Eduardo Escobar,500871,6153
Eduardo Escobar,500871,6153
Eduardo Escobar,500871,6153
Eduardo Escobar,500871,6153
Eduardo Escobar,500871,6153
Eduardo Escobar,500871,6153
Eduardo Escobar,500871,6153
Eduardo Núñez,456488,6848
Eduardo Núñez,456488,6848
Eduardo Núñez,456488,6848
Eduardo Núñez,456488,6848
Eduardo Núñez,456488,6848
Edward Olivares,658668,19698
Edward Olivares,658668,19698
Edward Olivares,658668,19698
Edward Olivares,658668,19698
Edward Olivares,658668,19698
Edwin Encarnación,429665,2151
Edwin Encarnación,429665,2151
Edwin Encarnación,429665,2151
Edwin Encarnación,429665,2151
Edwin Encarnación,429665,2151
Edwin Encarnación,429665,2151
Edwin Jackson,429719,1841
Edwin Jackson,429719,1841
Edwin Rios,621458,18316
Edwin Rios,621458,18316
Edwin Rios,621458,18316
Edwin Rios,621458,18316
Edwin Rios,621458,18316
Edwin Rios,621458,18316
Efren Navarro,519068,9854
Efren Navarro,519068,9854
Eguy Rosario,666703,19964
Eguy Rosario,666703,19964
Ehire Adrianza,501303,8418
Ehire Adrianza,501303,8418
Ehire Adrianza,501303,8418
Ehire Adrianza,501303,8418
Ehire Adrianza,501303,8418
Ehire Adrianza,501303,8418
Ehire Adrianza,501303,8418
Ehire Adrianza,501303,8418
Ehire Adrianza,501303,8418
Ehire Adrianza,501303,8418
Elehuris Montero,660707,20543
Elehuris Montero,660707,20543
Elehuris Montero,660707,20543
Eli White,642201,19346
Eli White,642201,19346
Eli White,642201,19346
Eli White,642201,19346
Eli White,642201,19346
Eli White,642201,19346
Elian Herrera,467070,5432
Elias Díaz,553869,11680
Elias Díaz,553869,11680
Elias Díaz,553869,11680
Elias Díaz,553869,11680
Elias Díaz,553869,11680
Elias Díaz,553869,11680
Elias Díaz,553869,11680
Elias Díaz,553869,11680
Elias Díaz,553869,11680
Elier Hernandez,609274,13750
Elieser Hernández,622694,16933
Elieser Hernández,622694,16933
Elieser Hernández,622694,16933
Elly De La Cruz,682829,26668
Elly De La Cruz,682829,26668
Elly De La Cruz,682829,26668
Eloy Jiménez,650391,17484
Eloy Jiménez,650391,17484
Eloy Jiménez,650391,17484
Eloy Jiménez,650391,17484
Eloy Jiménez,650391,17484
Eloy Jiménez,650391,17484
Elvis Andrus,462101,8709
Elvis Andrus,462101,8709
Elvis Andrus,462101,8709
Elvis Andrus,462101,8709
Elvis Andrus,462101,8709
Elvis Andrus,462101,8709
Elvis Andrus,462101,8709
Elvis Andrus,462101,8709
Elvis Andrus,462101,8709
Emilio Bonifácio,466988,4054
Emilio Bonifácio,466988,4054
Emilio Bonifácio,466988,4054
Emmanuel Burriss,502034,2917
Emmanuel Rivera,656896,19890
Emmanuel Rivera,656896,19890
Emmanuel Rivera,656896,19890
Emmanuel Rivera,656896,19890
Emmanuel Rivera,656896,19890
Ender Inciarte,542255,4922
Ender Inciarte,542255,4922
Ender Inciarte,542255,4922
Ender Inciarte,542255,4922
Ender Inciarte,542255,4922
Ender Inciarte,542255,4922
Ender Inciarte,542255,4922
Endy Rodríguez,682848,25332
Endy Rodríguez,682848,25332
Enmanuel Valdez,665839,21716
Enmanuel Valdez,665839,21716
Enmanuel Valdez,665839,21716
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Enrique Hernández,571771,10472
Eric Campbell,493472,6938
Eric Campbell,493472,6938
Eric Campbell,493472,6938
Eric Fryer,518700,8145
Eric Fryer,518700,8145
Eric Fryer,518700,8145
Eric Haase,606992,14111
Eric Haase,606992,14111
Eric Haase,606992,14111
Eric Haase,606992,14111
Eric Haase,606992,14111
Eric Haase,606992,14111
Eric Haase,606992,14111
Eric Haase,606992,14111
Eric Hosmer,543333,3516
Eric Hosmer,543333,3516
Eric Hosmer,543333,3516
Eric Hosmer,543333,3516
Eric Hosmer,543333,3516
Eric Hosmer,543333,3516
Eric Hosmer,543333,3516
Eric Hosmer,543333,3516
Eric Hosmer,543333,3516
Eric Lauer,641778,19316
Eric Lauer,641778,19316
Eric Lauer,641778,19316
Eric Sogard,519299,7927
Eric Sogard,519299,7927
Eric Sogard,519299,7927
Eric Sogard,519299,7927
Eric Sogard,519299,7927
Eric Sogard,519299,7927
Eric Stamets,608715,13795
Eric Stults,445590,8011
Eric Thames,519346,3711
Eric Thames,519346,3711
Eric Thames,519346,3711
Eric Thames,519346,3711
Eric Young Jr.,458913,7158
Eric Young Jr.,458913,7158
Eric Young Jr.,458913,7158
Erick Aybar,430947,4082
Erick Aybar,430947,4082
Erick Aybar,430947,4082
Erick Fedde,607200,17425
Erick Fedde,607200,17425
Erick Fedde,607200,17425
Erick Mejia,625510,15817
Erick Mejia,625510,15817
Erik González,570481,13369
Erik González,570481,13369
Erik González,570481,13369
Erik González,570481,13369
Erik González,570481,13369
Erik González,570481,13369
Erik González,570481,13369
Erik Kratz,456124,4403
Erik Kratz,456124,4403
Erik Kratz,456124,4403
Erik Kratz,456124,4403
Erik Kratz,456124,4403
Ernie Clement,676391,20352
Ernie Clement,676391,20352
Ernie Clement,676391,20352
Ernie Clement,676391,20352
Ernie Clement,676391,20352
Ervin Santana,429722,3200
Esteban Quiroz,606019,19780
Esteury Ruiz,665923,21780
Esteury Ruiz,665923,21780
Esteury Ruiz,665923,21780
Esteury Ruiz,665923,21780
Estevan Florial,664314,19151
Estevan Florial,664314,19151
Estevan Florial,664314,19151
Estevan Florial,664314,19151
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eugenio Suárez,553993,12552
Eury Pérez,516811,10299
Evan Carter,694497,27790
Evan Carter,694497,27790
Evan Carter,694497,27790
Evan Gattis,594828,11003
Evan Gattis,594828,11003
Evan Gattis,594828,11003
Evan Gattis,594828,11003
Evan Longoria,446334,9368
Evan Longoria,446334,9368
Evan Longoria,446334,9368
Evan Longoria,446334,9368
Evan Longoria,446334,9368
Evan Longoria,446334,9368
Evan Longoria,446334,9368
Evan Longoria,446334,9368
Evan Longoria,446334,9368
Evan White,657108,20078
Evan White,657108,20078
Everson Pereira,677592,23695
Everson Pereira,677592,23695
Everth Cabrera,465784,8155
Ezequiel Carrera,485567,9048
Ezequiel Carrera,485567,9048
Ezequiel Carrera,485567,9048
Ezequiel Duran,677649,23733
Ezequiel Duran,677649,23733
Ezequiel Duran,677649,23733
Ezequiel Duran,677649,23733
Ezequiel Tovar,678662,24064
Ezequiel Tovar,678662,24064
Ezequiel Tovar,678662,24064
Ezequiel Tovar,678662,24064
Fernando Tatis Jr.,665487,19709
Fernando Tatis Jr.,665487,19709
Fernando Tatis Jr.,665487,19709
Fernando Tatis Jr.,665487,19709
Fernando Tatis Jr.,665487,19709
Fernando Tatis Jr.,665487,19709
Ford Proctor,665154,21634
Forrest Wall,657088,16496
Forrest Wall,657088,16496
Franchy Cordero,614173,14567
Franchy Cordero,614173,14567
Franchy Cordero,614173,14567
Franchy Cordero,614173,14567
Franchy Cordero,614173,14567
Franchy Cordero,614173,14567
Franchy Cordero,614173,14567
Francisco Alvarez,682626,26121
Francisco Alvarez,682626,26121
Francisco Alvarez,682626,26121
Francisco Alvarez,682626,26121
Francisco Arcia,516472,10286
Francisco Cervelli,465041,5275
Francisco Cervelli,465041,5275
Francisco Cervelli,465041,5275
Francisco Cervelli,465041,5275
Francisco Cervelli,465041,5275
Francisco Cervelli,465041,5275
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Lindor,596019,12916
Francisco Liriano,434538,3201
Francisco Liriano,434538,3201
Francisco Mejía,642336,16403
Francisco Mejía,642336,16403
Francisco Mejía,642336,16403
Francisco Mejía,642336,16403
Francisco Mejía,642336,16403
Francisco Mejía,642336,16403
Francisco Mejía,642336,16403
Francisco Peña,506747,8298
Francisco Peña,506747,8298
Francisco Peña,506747,8298
Frank Schwindel,643524,15351
Frank Schwindel,643524,15351
Frank Schwindel,643524,15351
Franklin Barreto,620439,15519
Franklin Barreto,620439,15519
Franklin Barreto,620439,15519
Franklin Barreto,620439,15519
Franklin Gutierrez,429711,3255
Franklin Gutierrez,429711,3255
Franklin Gutierrez,429711,3255
Franmil Reyes,614177,14566
Franmil Reyes,614177,14566
Franmil Reyes,614177,14566
Franmil Reyes,614177,14566
Franmil Reyes,614177,14566
Franmil Reyes,614177,14566
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddie Freeman,518692,5361
Freddy Fermin,666023,21840
Freddy Fermin,666023,21840
Freddy Fermin,666023,21840
Freddy Galvis,520471,6609
Freddy Galvis,520471,6609
Freddy Galvis,520471,6609
Freddy Galvis,520471,6609
Freddy Galvis,520471,6609
Freddy Galvis,520471,6609
Freddy Galvis,520471,6609
Freddy Peralta,642547,18679
Freddy Peralta,642547,18679
Freddy Peralta,642547,18679
Gabriel Arias,672356,22563
Gabriel Arias,672356,22563
Gabriel Arias,672356,22563
Gabriel Arias,672356,22563
Gabriel Guerrero,602115,14528
Gabriel Moreno,672515,22664
Gabriel Moreno,672515,22664
Gabriel Moreno,672515,22664
Gabriel Moreno,672515,22664
Garrett Cooper,643265,15279
Garrett Cooper,643265,15279
Garrett Cooper,643265,15279
Garrett Cooper,643265,15279
Garrett Cooper,643265,15279
Garrett Cooper,643265,15279
Garrett Cooper,643265,15279
Garrett Cooper,643265,15279
Garrett Hampson,641658,19262
Garrett Hampson,641658,19262
Garrett Hampson,641658,19262
Garrett Hampson,641658,19262
Garrett Hampson,641658,19262
Garrett Hampson,641658,19262
Garrett Hampson,641658,19262
Garrett Hampson,641658,19262
Garrett Jones,434540,2714
Garrett Mitchell,669003,27555
Garrett Mitchell,669003,27555
Garrett Mitchell,669003,27555
Garrett Mitchell,669003,27555
Garrett Stubbs,596117,18067
Garrett Stubbs,596117,18067
Garrett Stubbs,596117,18067
Garrett Stubbs,596117,18067
Garrett Stubbs,596117,18067
Garrett Stubbs,596117,18067
Gary Sánchez,596142,11442
Gary Sánchez,596142,11442
Gary Sánchez,596142,11442
Gary Sánchez,596142,11442
Gary Sánchez,596142,11442
Gary Sánchez,596142,11442
Gary Sánchez,596142,11442
Gary Sánchez,596142,11442
Gary Sánchez,596142,11442
Gary Sánchez,596142,11442
Gavin Cecchini,608325,17005
Gavin Lux,666158,19955
Gavin Lux,666158,19955
Gavin Lux,666158,19955
Gavin Lux,666158,19955
Gavin Lux,666158,19955
Gavin Lux,666158,19955
Gavin Sheets,657757,19901
Gavin Sheets,657757,19901
Gavin Sheets,657757,19901
Gavin Sheets,657757,19901
Gavin Sheets,657757,19901
George Springer III,543807,12856
George Springer III,543807,12856
George Springer III,543807,12856
George Springer III,543807,12856
George Springer III,543807,12856
George Springer III,543807,12856
George Springer III,543807,12856
George Springer III,543807,12856
George Springer III,543807,12856
George Springer III,543807,12856
George Springer III,543807,12856
Geovany Soto,434567,3707
Geovany Soto,434567,3707
Geovany Soto,434567,3707
Geraldo Perdomo,672695,22799
Geraldo Perdomo,672695,22799
Geraldo Perdomo,672695,22799
Geraldo Perdomo,672695,22799
Geraldo Perdomo,672695,22799
Gerardo Parra,467827,8553
Gerardo Parra,467827,8553
Gerardo Parra,467827,8553
Gerardo Parra,467827,8553
Gerardo Parra,467827,8553
Gerardo Parra,467827,8553
Germán Márquez,608566,15038
Germán Márquez,608566,15038
Germán Márquez,608566,15038
Germán Márquez,608566,15038
Gerrit Cole,543037,13125
Gerrit Cole,543037,13125
Gerrit Cole,543037,13125
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Giancarlo Stanton,519317,4949
Gift Ngoepe,547912,10340
Gift Ngoepe,547912,10340
Gilberto Celestino,665482,20233
Gilberto Celestino,665482,20233
Gio Gonzalez,461829,7448
Gio Gonzalez,461829,7448
Gio Gonzalez,461829,7448
Gio Gonzalez,461829,7448
Gio Gonzalez,461829,7448
Gio Urshela,570482,10681
Gio Urshela,570482,10681
Gio Urshela,570482,10681
Gio Urshela,570482,10681
Gio Urshela,570482,10681
Gio Urshela,570482,10681
Gio Urshela,570482,10681
Gio Urshela,570482,10681
Gio Urshela,570482,10681
Gio Urshela,570482,10681
Gleyber Torres,650402,16997
Gleyber Torres,650402,16997
Gleyber Torres,650402,16997
Gleyber Torres,650402,16997
Gleyber Torres,650402,16997
Gleyber Torres,650402,16997
Gleyber Torres,650402,16997
Gleyber Torres,650402,16997
Gordon Beckham,493596,9015
Gordon Beckham,493596,9015
Gordon Beckham,493596,9015
Gordon Beckham,493596,9015
Gordon Beckham,493596,9015
Gorkys Hernández,491676,4146
Gorkys Hernández,491676,4146
Gorkys Hernández,491676,4146
Gorkys Hernández,491676,4146
Gosuke Katoh,641741,15697
Grady Sizemore,429713,2197
Grae Kessinger,666197,25813
Grae Kessinger,666197,25813
Graham Pauley,688363,31363
Graham Pauley,688363,31363
Grant Green,502205,10053
Grant Green,502205,10053
Grayson Greiner,606988,17062
Grayson Greiner,606988,17062
Grayson Greiner,606988,17062
Grayson Greiner,606988,17062
Greg Allen,656185,16623
Greg Allen,656185,16623
Greg Allen,656185,16623
Greg Allen,656185,16623
Greg Allen,656185,16623
Greg Allen,656185,16623
Greg Allen,656185,16623
Greg Allen,656185,16623
Greg Bird,595885,14131
Greg Bird,595885,14131
Greg Bird,595885,14131
Greg Bird,595885,14131
Greg Deichmann,656364,19872
Greg Garcia,594824,10951
Greg Garcia,594824,10951
Greg Garcia,594824,10951
Greg Garcia,594824,10951
Greg Garcia,594824,10951
Greg Garcia,594824,10951
Gregorio Petit,463610,3812
Gregorio Petit,463610,3812
Gregorio Petit,463610,3812
Gregory Polanco,570256,12907
Gregory Polanco,570256,12907
Gregory Polanco,570256,12907
Gregory Polanco,570256,12907
Gregory Polanco,570256,12907
Gregory Polanco,570256,12907
Gregory Polanco,570256,12907
Grégor Blanco,453923,3123
Grégor Blanco,453923,3123
Grégor Blanco,453923,3123
Grégor Blanco,453923,3123
Guillermo Heredia,628338,18721
Guillermo Heredia,628338,18721
Guillermo Heredia,628338,18721
Guillermo Heredia,628338,18721
Guillermo Heredia,628338,18721
Guillermo Heredia,628338,18721
Guillermo Heredia,628338,18721
Gunnar Henderson,683002,26289
Gunnar Henderson,683002,26289
Gunnar Henderson,683002,26289
Gunnar Henderson,683002,26289
Ha-Seong Kim,673490,27506
Ha-Seong Kim,673490,27506
Ha-Seong Kim,673490,27506
Ha-Seong Kim,673490,27506
Ha-Seong Kim,673490,27506
Hank Conger,474233,2505
Hank Conger,474233,2505
Hanley Ramirez,434670,8001
Hanley Ramirez,434670,8001
Hanley Ramirez,434670,8001
Hanley Ramirez,434670,8001
Hanley Ramirez,434670,8001
Hanser Alberto,593643,11902
Hanser Alberto,593643,11902
Hanser Alberto,593643,11902
Hanser Alberto,593643,11902
Hanser Alberto,593643,11902
Hanser Alberto,593643,11902
Hanser Alberto,593643,11902
Hanser Alberto,593643,11902
Harold Castro,605612,14691
Harold Castro,605612,14691
Harold Castro,605612,14691
Harold Castro,605612,14691
Harold Castro,605612,14691
Harold Castro,605612,14691
Harold Ramírez,623912,14387
Harold Ramírez,623912,14387
Harold Ramírez,623912,14387
Harold Ramírez,623912,14387
Harold Ramírez,623912,14387
Harold Ramírez,623912,14387
Harrison Bader,664056,18030
Harrison Bader,664056,18030
Harrison Bader,664056,18030
Harrison Bader,664056,18030
Harrison Bader,664056,18030
Harrison Bader,664056,18030
Harrison Bader,664056,18030
Harrison Bader,664056,18030
Harrison Bader,664056,18030
Heliot Ramos,671218,22515
Heliot Ramos,671218,22515
Heliot Ramos,671218,22515
Heliot Ramos,671218,22515
Henry Davis,680779,29617
Henry Davis,680779,29617
Henry Davis,680779,29617
Henry Ramos,592656,11481
Henry Ramos,592656,11481
Henry Urrutia,625329,14441
Hernan Iribarren,454975,4177
Hernán Pérez,541650,5751
Hernán Pérez,541650,5751
Hernán Pérez,541650,5751
Hernán Pérez,541650,5751
Hernán Pérez,541650,5751
Hernán Pérez,541650,5751
Heston Kjerstad,677008,31166
Heston Kjerstad,677008,31166
Heston Kjerstad,677008,31166
Homer Bailey,456701,8362
Homer Bailey,456701,8362
Homer Bailey,456701,8362
Howie Kendrick III,435062,4229
Howie Kendrick III,435062,4229
Howie Kendrick III,435062,4229
Howie Kendrick III,435062,4229
Howie Kendrick III,435062,4229
Howie Kendrick III,435062,4229
Hoy Park,660829,18027
Hoy Park,660829,18027
Huascar Ynoa,660623,20468
Humberto Arteaga,600858,13595
Hunter Dozier,641531,15117
Hunter Dozier,641531,15117
Hunter Dozier,641531,15117
Hunter Dozier,641531,15117
Hunter Dozier,641531,15117
Hunter Dozier,641531,15117
Hunter Dozier,641531,15117
Hunter Goodman,696100,29715
Hunter Goodman,696100,29715
Hunter Goodman,696100,29715
Hunter Pence,452254,8252
Hunter Pence,452254,8252
Hunter Pence,452254,8252
Hunter Pence,452254,8252
Hunter Pence,452254,8252
Hunter Pence,452254,8252
Hunter Renfroe,592669,15464
Hunter Renfroe,592669,15464
Hunter Renfroe,592669,15464
Hunter Renfroe,592669,15464
Hunter Renfroe,592669,15464
Hunter Renfroe,592669,15464
Hunter Renfroe,592669,15464
Hunter Renfroe,592669,15464
Hunter Renfroe,592669,15464
Hunter Renfroe,592669,15464
Hyun Jin Ryu,547943,14444
Hyun Jin Ryu,547943,14444
Hyun Jin Ryu,547943,14444
Hyun Soo Kim,547957,18718
Hyun Soo Kim,547957,18718
Héctor Gómez,467143,2264
Héctor Olivera,493343,17528
Héctor Olivera,493343,17528
Héctor Sánchez,516949,10289
Héctor Sánchez,516949,10289
Héctor Sánchez,516949,10289
Ian Anderson,666120,19951
Ian Desmond,435622,6885
Ian Desmond,435622,6885
Ian Desmond,435622,6885
Ian Desmond,435622,6885
Ian Desmond,435622,6885
Ian Happ,664023,17919
Ian Happ,664023,17919
Ian Happ,664023,17919
Ian Happ,664023,17919
Ian Happ,664023,17919
Ian Happ,664023,17919
Ian Happ,664023,17919
Ian Happ,664023,17919
Ian Happ,664023,17919
Ian Kennedy,453178,6986
Ian Kinsler,435079,6195
Ian Kinsler,435079,6195
Ian Kinsler,435079,6195
Ian Kinsler,435079,6195
Ian Kinsler,435079,6195
Ian Miller,641878,15156
Ichiro Suzuki,400085,1101
Ichiro Suzuki,400085,1101
Ichiro Suzuki,400085,1101
Ichiro Suzuki,400085,1101
Ike Davis,477195,8433
Ike Davis,477195,8433
Ildemaro Vargas,545121,13324
Ildemaro Vargas,545121,13324
