Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2015,"Victor Acosta","BOS","A-",19,232,0.051724137,0.181034482,0.285714285,0.251184834,0.307359307,0.3507109,0.658070207,0.099526066,6.270545781694574,0.305882352,0.596025427832501,25.120947758421632,-0.936413784756928,0.3136904157085336,87.69990632255468,"sa736917"
2017,"Raiwinson Lameda","BOS","A-",21,206,0.038834951,0.17961165,0.216216216,0.239583333,0.268292682,0.338541666,0.606834348,0.098958333,5.5302330902764165,0.280254777,0.02184724496328272,17.597902097210728,-4.850136123194852,0.28176865712100385,72.43515651355138,"sa736920"
2015,"Manny Sanchez","TBR","A-",19,234,0.089743589,0.29059829,0.308823529,0.272727272,0.341880341,0.42583732,0.767717661,0.153110048,5.39288830548475,0.376811594,0.9830736692529172,32.6173306979026,6.335336727627673,0.3567041359938584,124.14020278939172,"sa736932"
2016,"Luis Castro","COL","A-",20,259,0.123552123,0.254826254,0.484848484,0.254545454,0.361867704,0.418181818,0.780049522,0.163636364,7.865284313890884,0.337837837,1.5279398481361568,39.47194108613567,7.237320999286936,0.3729523482953528,114.35153854668928,"sa736954"
2016,"Sandy Santos","PIT","A-",22,258,0.077519379,0.248062015,0.3125,0.280701754,0.335968379,0.412280701,0.74824908,0.131578947,5.645857332933988,0.373493975,-2.580049626994878,33.955025367483124,6.139052055820453,0.35164223422133734,118.04473850800655,"sa737069"
2016,"Erlin Cerda","CLE","A-",22,233,0.068669527,0.214592274,0.32,0.233009708,0.296137339,0.354368932,0.650506271,0.121359224,5.124469318667401,0.27388535,-0.834918542066589,23.976433969636776,-1.144193090895793,0.31084818108399026,95.4115055944617,"sa737222"
2016,"Daniel Suero","COL","A-",21,238,0.042016806,0.147058823,0.285714285,0.227678571,0.262711864,0.316964285,0.579676149,0.089285714,7.118481250644424,0.264550264,-2.3125227349810302,18.255384744908277,-11.365617497060832,0.2745123770782503,53.49568853564438,"sa737458"
2015,"Jan Hernandez","PHI","A-",20,231,0.047619047,0.298701298,0.159420289,0.211267605,0.257641921,0.413145539,0.67078746,0.201877934,5.93455154557102,0.257352941,0.1965442657819949,24.742737374121994,-1.202307955508381,0.3120747856698182,97.16064324759516,"sa737639"
2015,"Mason Smith","SDP","A-",20,212,0.108490566,0.259433962,0.418181818,0.2259887,0.334928229,0.305084745,0.640012974,0.079096045,5.3113685430831,0.311475409,-0.43658449687063694,23.60280035254944,-1.7820768821479005,0.31560790481749906,99.67776850269554,"sa737781"
2015,"Corey Simpson","SEA","A-",21,278,0.068345323,0.280575539,0.243589743,0.257028112,0.31294964,0.413654618,0.726604258,0.156626506,3.3841017810010863,0.331360946,-0.6202086079865694,35.36993729341935,2.0822209196181145,0.3366822795473414,103.10086999559711,"sa737828"
2016,"Heath Quinn","SFG","A-",21,239,0.10878661,0.20920502,0.52,0.336585365,0.422594142,0.570731707,0.993325849,0.234146342,4.79498314368242,0.405405405,0.36374007537961006,51.972152692055055,22.22669245747263,0.45755232378029925,164.35707301156077,"sa737904"
