Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2016,"Jake Cronenworth","TBR","A",22,380,0.142105263,0.15,0.947368421,0.32165605,0.428571428,0.436305732,0.86487716,0.114649682,6.79145957867144,0.381322957,-0.24464623029052746,65.79162043720008,24.48965502172232,0.40498685536397233,162.52423963661101,"18036"
2016,"Dylan Moore","TEX","A",23,414,0.130434782,0.185990338,0.701298701,0.244117647,0.371980676,0.394117647,0.766098323,0.15,7.305984395475527,0.287937743,3.772720059787389,59.16796485611537,12.27185309955218,0.3573534710932586,124.7680066211769,"18042"
2016,"Sam Haggerty","CLE","A",22,405,0.111111111,0.259259259,0.428571428,0.229651162,0.3225,0.319767441,0.642267441,0.090116279,6.395028288086634,0.311203319,1.6601747792301467,41.16600345165829,-2.853196530627206,0.30651721081936867,93.35681875630122,"18054"
2016,"Austin Allen","SDP","A",22,453,0.06401766,0.15231788,0.420289855,0.320293398,0.36423841,0.425427872,0.789666282,0.105134474,1.35609243375,0.361516034,0.030944406185881235,64.48248722295666,15.246196872400294,0.36257728099823,126.72470166475212,"18083"
2016,"Nathan Lukes","CLE","A",21,393,0.094147582,0.152671755,0.616666666,0.30116959,0.375321336,0.453216374,0.82853771,0.152046784,6.773199614539834,0.348754448,-0.23282303218729794,61.7284356024062,19.013508212188416,0.38285808560167917,144.37375787380842,"18123"
2016,"Brett Sullivan","TBR","A",22,501,0.047904191,0.139720558,0.342857142,0.282978723,0.314,0.438297872,0.752297872,0.155319149,5.2593342060631105,0.305343511,1.8956870785332285,64.46862054924682,10.015239830419578,0.3437548279762268,121.60421321315165,"18217"
2016,"Kyle Tucker","HOU","A",19,428,0.093457943,0.175233644,0.533333333,0.27613941,0.348130841,0.402144772,0.750275613,0.126005362,6.870595862409385,0.322259136,2.785282157739857,55.229738778411026,8.710682994662394,0.3442528336606127,118.88458893004845,"18345"
2017,"Daz Cameron","HOU","A",20,511,0.088062622,0.211350293,0.416666666,0.271300448,0.349019607,0.466367713,0.81538732,0.195067265,8.214969012985087,0.323262839,1.461824666694156,76.86172477845946,16.694598517761627,0.36489295349346373,127.28616093996064,"18353"
2016,"Austin Riley","ATL","A",19,543,0.071823204,0.270718232,0.265306122,0.27070707,0.32412523,0.478787878,0.802913108,0.208080808,3.478988237871171,0.341317365,-0.6483643763349392,78.56549226163153,17.05682394324068,0.359691986282447,124.20966657777376,"18360"
2017,"Lewin Diaz","MIN","A",20,508,0.049212598,0.157480314,0.3125,0.291845493,0.328740157,0.444206008,0.772946165,0.152360515,2.4629010410447605,0.322077922,-0.02523481912794523,68.02864593728061,8.21475133760448,0.34358900868066466,112.55198672439495,"18365"
2016,"Ryan Mountcastle","BAL","A",19,489,0.051124744,0.194274028,0.263157894,0.281318681,0.319018404,0.426373626,0.74539203,0.145054945,4.302777507053856,0.331460674,-0.6436120386933908,62.093332427847564,6.70154825161713,0.33629734091963503,115.67857672093027,"18373"
2017,"Travis Blankenhorn","MIN","A",20,508,0.092519685,0.234251968,0.394957983,0.251141552,0.343195266,0.440639269,0.783834535,0.189497717,7.2880019411436905,0.311897106,1.7635587944241706,72.09529505877816,12.281400459102027,0.35392512956468186,119.35212352832806,"18395"
2016,"P.J. Higgins","CHC","A",23,537,0.134078212,0.139664804,0.96,0.283146067,0.389413988,0.355056179,0.744470167,0.071910112,2.9960916531748696,0.336898395,0.25812347800820135,73.97662031878117,15.610421823750777,0.3562601720067588,127.61900180093593,"18433"
2016,"Chris Gittens","NYY","A",22,451,0.124168514,0.279379157,0.444444444,0.253263707,0.359201773,0.477806788,0.837008561,0.224543081,2.6945889200458626,0.317991631,-0.052586015372071415,71.37774794727468,20.29043779700899,0.3776303356779473,144.33270646577415,"18482"
2016,"Luis Arraez","MIN","A",19,514,0.060311284,0.099221789,0.607843137,0.347368421,0.386274509,0.444210526,0.830485035,0.096842105,3.4627926601542884,0.382075471,-0.5098542082123458,81.52517593003033,25.658833236463064,0.3849785108192294,144.5621028935101,"18568"
2016,"Brendon Davis","LAD","A",18,436,0.066513761,0.270642201,0.245762711,0.24120603,0.294930875,0.334170854,0.629101729,0.092964824,5.119453250308853,0.326164874,0.4768839183234377,40.94898513497995,-6.4395857101471545,0.295877403789951,90.58158041437679,"18587"
2016,"Jared Walsh","LAA","A",22,430,0.072093023,0.188372093,0.382716049,0.290076335,0.344262295,0.424936386,0.769198681,0.134860051,3.4944333455302674,0.349673202,0.4253604591503972,59.663321350864116,12.926886801770864,0.35762767462317224,123.9006809404269,"18607"
2018,"Nick Plummer","STL","A",21,411,0.163017031,0.318734793,0.511450381,0.205357142,0.348780487,0.339285714,0.688066201,0.133928572,5.5406459337023914,0.30964467,-0.9583480837754905,49.708615468590345,2.3535005243111513,0.331168882294399,109.60631382929542,"18690"
2016,"Jose Azocar","DET","A",20,532,0.046992481,0.22368421,0.210084033,0.281437125,0.315094339,0.335329341,0.65042368,0.053892216,6.3221004775045415,0.366233766,0.9221681383496616,52.642029897497444,-5.180721684171407,0.3028075999834321,93.03150075702499,"18821"
2018,"Yohel Pozo","TEX","A",21,465,0.058064516,0.107526881,0.54,0.264018691,0.311827956,0.411214953,0.723042909,0.147196262,1.9505494462500002,0.27613941,0.05187990516424179,57.878476951721595,3.2453804951938863,0.32326341329082364,104.56135203948986,"18848"
2017,"Jahmai Jones","LAA","A",19,387,0.082687338,0.162790697,0.507936507,0.2716763,0.337696335,0.424855491,0.762551826,0.153179191,6.73804673925237,0.309090909,0.7163263495749561,52.5755120032488,7.008627731448277,0.34609308314761467,112.99783292832247,"18872"
2016,"Brandon Lowe","TBR","A",21,449,0.133630289,0.171492204,0.779220779,0.248021108,0.356502242,0.343007915,0.699510157,0.094986807,5.057135546902662,0.297658862,0.08432918302423786,55.0294676925243,6.227934872657168,0.3353256106376648,115.9711513836152,"18882"
2016,"Seby Zavala","CHW","A",22,404,0.086633663,0.267326732,0.324074074,0.252777777,0.330024813,0.380555555,0.710580368,0.127777778,3.3702757359799063,0.341463414,-0.2509700800292194,48.9981515966283,3.2347961626874104,0.3287697758331488,106.63061693256243,"18887"
2016,"Danny Mendick","CHW","A",22,412,0.075242718,0.182038834,0.413333333,0.273712737,0.343065693,0.35501355,0.698079243,0.081300813,4.265794702538718,0.336734693,-0.4409824567264877,48.91185126347545,2.242290771436718,0.32538169317871984,104.36558506977283,"18889"
2017,"Leody Taveras","TEX","A",18,577,0.081455805,0.159445407,0.510869565,0.249042145,0.311846689,0.360153256,0.671999945,0.111111111,6.8029112854573635,0.287058823,1.396257784217596,63.328631211450094,-2.793579954276096,0.31008033604987406,94.40340349424106,"18900"
2017,"Estevan Florial","NYY","A",19,389,0.105398457,0.318766066,0.330645161,0.296511627,0.372750642,0.482558139,0.855308781,0.186046512,7.403085710573959,0.43127962,0.4497339662630111,65.09083837028359,20.512779196163166,0.38614551799813496,150.81648136104167,"19151"
2018,"Yonny Hernandez","TEX","A",20,443,0.130925507,0.146726862,0.892307692,0.260387811,0.371495327,0.326869806,0.698365133,0.066481995,6.8371030396578085,0.31081081,2.7542332876473665,57.2645299555665,5.216225159347629,0.3294425587230754,108.64506719114185,"19432"
2019,"Otto Lopez","TOR","A",20,492,0.069105691,0.12804878,0.539682539,0.324384787,0.370901639,0.425055928,0.795957567,0.100671141,5.623942268646207,0.364583333,-2.2821573220426217,74.80189025741672,18.037032369194975,0.3704752944043425,126.109846522542,"19608"
2017,"Edward Olivares","TOR","A",21,464,0.047413793,0.176724137,0.268292682,0.276995305,0.329741379,0.5,0.829741379,0.223004695,8.24421789453566,0.306060606,0.7159437566879205,71.17402546305604,16.540861891698306,0.3687380190544458,124.5845932016838,"19698"
2017,"Jake Noll","WSN","A",23,438,0.0456621,0.146118721,0.3125,0.27,0.311926605,0.4475,0.759426605,0.1775,5.186641129886592,0.280487804,0.6598718569148332,58.341628746076125,8.148338467760574,0.34105551297511527,116.42695639543439,"19703"
2017,"Fernando Tatis Jr.","SDP","A",18,518,0.144787644,0.239382239,0.604838709,0.280742459,0.389961389,0.519721577,0.909682966,0.238979118,7.055014346542669,0.342465753,-0.37141200705082156,94.03856378824914,33.047230318500624,0.4050836902718211,151.34194304368606,"19709"
2017,"Ronnie Dawson","HOU","A",22,505,0.108910891,0.2,0.544554455,0.271689497,0.362376237,0.438356164,0.800732401,0.166666667,6.200835545397659,0.322085889,0.10040128175751306,76.24475461573243,16.78409167707801,0.36562295443940873,127.76642876530144,"19710"
2017,"Darick Hall","PHI","A",21,477,0.060796645,0.230607966,0.263636363,0.272300469,0.339622641,0.532863849,0.87248649,0.26056338,1.9776029025000001,0.302721088,-0.15193316573277116,81.00474986546111,26.342194014418837,0.3894387527331866,156.2077598323992,"19717"
2017,"Zach Remillard","CHW","A",23,529,0.035916824,0.234404536,0.153225806,0.245867768,0.281007751,0.353305785,0.634313536,0.107438017,3.8254277107907897,0.311977715,-0.5549044006038457,49.774756060343876,-10.846820554334032,0.2893869113321452,80.75938539734562,"19788"
2017,"Joshua Palacios","TOR","A",21,419,0.100238663,0.186157517,0.538461538,0.279891304,0.360381861,0.361413043,0.721794904,0.081521739,5.8293998001527445,0.347079037,-0.07744095660746098,53.898419527404165,4.563730871372083,0.3367731477309525,103.55489546895055,"19818"
2017,"Chuckie Robinson","HOU","A",22,468,0.066239316,0.209401709,0.31632653,0.274418604,0.329764453,0.462790697,0.79255515,0.188372093,5.373348632980888,0.323899371,0.9765506292460486,67.20397007528989,12.099830955903212,0.35609217634016865,121.49612720342834,"19824"
